selected_rank,importance,theme,subtheme,selection_reason,paperId,title,year,citationCount,seed_overlap_count,relevance_score,relation_summary,source_seed_titles,query_ids,focus_areas,url,doi,arxiv,venue,authors,abstract
11,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Critique accepted as Important because it is a large preregistered policy-proposal benchmark for LLM influence in deliberation.,c6ab228fd5f44cb3ec05705752f1135a15877387,DeliberationBench: A Normative Benchmark for the Influence of Large Language Models on Users'Views,2026,2,1,42.19,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/c6ab228fd5f44cb3ec05705752f1135a15877387,,2603.10018,,Luke Hewitt; Max Kroner Dale; Paul de Font-Reaulx,"As large language models (LLMs) become pervasive as assistants and thought partners, it is important to characterize their persuasive influence on users'beliefs. However, a central challenge is to distinguish""beneficial""from""harmful""forms of influence, in a manner that is normatively defensible and legitimate. We propose DeliberationBench, a benchmark for assessing LLM influence that takes the process of deliberative opinion polling as its standard. We demonstrate our approach in a preregistered randomized experiment in which 4,088 U.S. participants discussed 65 policy proposals with six frontier LLMs. Using opinion change data from four prior Deliberative Polls conducted by the Deliberative Democracy Lab, we find evidence that the tested LLMs'influence is substantial in magnitude and positively associated with the net opinion shifts following deliberation, suggesting that these models exert broadly epistemically desirable effects. We further explore differential influence between topic areas, demographic subgroups, and models. Our framework can function as an evaluation and monitoring tool, helping to ensure that the influence of LLMs remains consistent with democratically legitimate standards, and preserves users'autonomy in forming their views."
12,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Critique accepted as Important because it is a preregistered group decision-making experiment with LLM facilitation.,ea2fa853bcaa3a13880b9538c9a1edaa1d9d360f,Bringing Everyone to the Table: An Experimental Study of LLM-Facilitated Group Decision Making,2025,1,1,41.51,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/ea2fa853bcaa3a13880b9538c9a1edaa1d9d360f,10.48550/arXiv.2508.08242,2508.08242,arXiv.org,Mohammed Alsobay; David M. Rothschild; Jake M. Hofman; Daniel G. Goldstein,"Group decision-making often suffers from uneven information sharing, hindering decision quality. While large language models (LLMs) have been widely studied as aids for individuals, their potential to support groups of users, potentially as facilitators, is relatively underexplored. We present a pre-registered randomized experiment with 1,475 participants assigned to 281 five-person groups completing a hidden profile task--selecting an optimal city for a hypothetical sporting event--under one of four facilitation conditions: no facilitation, a one-time message prompting information sharing, a human facilitator, or an LLM (GPT-4o) facilitator. We find that LLM facilitation increases information shared within a discussion by raising the minimum level of engagement with the task among group members, and that these gains come at limited cost in terms of participants'attitudes towards the task, their group, or their facilitator. Whether by human or AI, there is no significant effect of facilitation on the final decision outcome, suggesting that even substantial but partial increases in information sharing are insufficient to overcome the hidden profile effect studied. To support further research into how LLM-based interfaces can support the future of collaborative decision making, we release our experimental platform, the Group-AI Interaction Laboratory (GRAIL), as an open-source tool."
13,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Critique accepted as Important because citizen assemblies make the deliberation setting directly democratic and policy-relevant.,82fdc8bb274a1bc21b9e005c033a952883b8c3e9,An Emergent Understanding of Human-AI Collaboration in Deliberation,2025,2,1,41.39,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/82fdc8bb274a1bc21b9e005c033a952883b8c3e9,10.1145/3715070.3749265,,CSCW Companion,Gustavo Kreia Umbelino; Francesco Veri,"Understanding how well large language models (LLMs) can reason deliberatively compared to humans is critical for designing effective human-AI collaboration technologies for deliberation, especially in contexts such as citizen assemblies where participants make policy recommendations to governments. Yet, while existing benchmarks focus on measuring objective accuracy in LLMs’ responses, we know little about how state-of-the-art LLMs compare to human deliberative reasoning. Building on theories for measuring deliberative reasoning from human deliberations, we collected survey data from 54 LLMs and compared them to 526 human responses across 24 deliberation cases to answer the following question: To what extent do LLMs reason deliberatively compared to human participants? Our preliminary findings indicate that humans outperform most LLMs in most deliberation cases, but some LLMs perform on par with humans. These findings suggest that while LLMs are not yet ready to replicate human reasoning in deliberation, their potential as augmentative or representative agents deserves further investigation."
14,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Critique accepted as Important because it reports field validation in fragmented political contexts.,afdd5d55e0962c15fd0ac3496af702a6718eb409,Hyperdemocracy: Towards Creative Consensus Building between Humans and AI,2025,0,1,43.0,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/afdd5d55e0962c15fd0ac3496af702a6718eb409,10.1109/ICA67499.2025.00034,,International Conference on Agents,Takayuki Ito; Yihan Dong; J. Haqbeen; Tokuro Matsuo; S. Sahab,"Effective consensus building is a critical challenge in diverse domains, including international disputes, societal polarization, and organizational decision-making. This research project envisions a future termed “Hyperdemocracy,” where a multitude of AI agents collaborate with humans to support consensus building while fostering democratic deliberation. These AI agents, based on Large Language Models (lLMs), can introduce diverse perspectives through text-based dialogue, guiding discussions toward mutual understanding. Advances in LLMs offer a promising avenue for mitigating persistent issues in group decision-making, such as groupthink and cognitive biases. Field experiments conducted in Afghanistan and Indonesia have demonstrated that our multi-agent system can stimulate deliberation and promote opinion change among participants, even in highly fragmented contexts. This paper details the system’s design philosophy, presents the results of its real-world validation, and discusses the ethical considerations and future prospects. We suggest that this technology holds transformative potential for conflict resolution and fostering inclusive dialogue."
15,Important,"Policymaking, Governance, and Institutional Decision Support",Democratic governance and augmentation,Critique accepted as Important because it directly targets citizen policy representation for public decision-making.,44ffede29c637f737fbbfb1574799301e628e8f8,Surfacing citizens’ policy perspectives at scale in the age of large language models,2025,0,1,40.0,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/44ffede29c637f737fbbfb1574799301e628e8f8,10.1177/23794607251346311,,Behavioral Science &amp; Policy,Ezequiel Lopez-Lopez; Stefan M. Herzog,"To address policy challenges such as climate change or pandemics effectively, policymakers require insights into the views of the general public. However, traditional large-scale quantitative methods like surveys and aggregated social media analytics lack nuance, while qualitative approaches such as interviews are labor intensive and thus limited to small samples. We discuss how artificial intelligence tools known as large language models (LLMs) could be leveraged to surface the detailed views of large numbers of citizens on policy issues. In particular, we showcase an LLM-supported method designed to provide both quantitative and qualitative insights from large samples of respondents who provide free-text responses to open-ended questions. We propose that such approaches could help policymakers efficiently integrate citizens’ input into their decision-making processes and give them timely, nuanced insights that complement those produced by established methods of obtaining large-scale public input."
16,Important,"Politics, Democracy, Public Opinion, and Persuasion","Deliberation, persuasion, and information environments",Critique accepted as Important because it directly studies political persuasion and microtargeting by LLMs.,0f0f6e16b4f9cb45cda4f38f377c676725eac2aa,Looking Under the Hood: How LLMs Attempt Political Persuasion and Microtargeting,2026,1,1,33.31,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/0f0f6e16b4f9cb45cda4f38f377c676725eac2aa,10.1007/s41111-026-00336-3,,Chinese Political Science Review,Alex Lyman; Ethan C. Busby; Lisa Argyle; Joshua R. Gubler; Bryce Hepner; David Wingate,
17,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,High-citation social-choice method for open-ended democratic aggregation with LLM-generated text.,faacd17525147b8cf89948573e3d13f3cf8023e9,Generative Social Choice,2023,62,1,37.4,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/faacd17525147b8cf89948573e3d13f3cf8023e9,10.48550/arXiv.2309.01291,2309.01291,ACM Conference on Economics and Computation,Sara Fish; Paul Gölz; David C. Parkes; Ariel D. Procaccia; Gili Rusak; Itai Shapira; Manuel Wüthrich,"The mathematical study of voting, social choice theory, has traditionally only been applicable to choices among predetermined alternatives, but not to open-ended decisions such as collectively selecting a textual statement. We introduce generative social choice, a design methodology for open-ended democratic processes that combines the rigor of social choice theory with the capability of large language models to generate text and extrapolate preferences. Our framework divides the design of AI-augmented democratic processes into two components: first, proving that the process satisfies representation guarantees when given access to oracle queries; second, empirically validating that these queries can be approximately implemented using a large language model. We apply this framework to the problem of summarizing free-form opinions into a proportionally representative set of opinion statements; specifically, we develop a democratic process with representation guarantees and use this process to portray the opinions of participants in a survey about abortion policy. In a trial with 100 representative US residents, we find that 84 out of 100 participants feel “excellently” or “exceptionally” represented by the set of five statements we extracted."
18,Curated,"AI Safety, Influence Operations, and Societal Risk",Influence operations and persuasion risk,Security risk paper tied narrowly to consensus-generating LLM applications in digital democracy.,5159fecd2a40e8b77ec7e040ef0211cd48353123,Prompt Injection Vulnerability of Consensus Generating Applications in Digital Democracy,2025,1,1,40.51,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/5159fecd2a40e8b77ec7e040ef0211cd48353123,10.48550/arXiv.2508.04281,2508.04281,arXiv.org,Jairo Gudiño-Rosero; Clément Contet; Umberto Grandi; César A. Hidalgo,"Large Language Models (LLMs) are gaining traction as a method to generate consensus statements and aggregate preferences in digital democracy experiments. Yet, LLMs could introduce critical vulnerabilities in these systems. Here, we examine the vulnerability and robustness of off-the-shelf consensus-generating LLMs to prompt-injection attacks, in which texts are injected to amplify particular viewpoints, erase certain opinions, or divert consensus toward unrelated or irrelevant topics. We construct attack-free and adversarial variants of prompts containing public policy questions and opinion texts, classify opinion and consensus valences with a fine-tuned BERT model, and estimate LLM-human majority agreement rates. Across topics, default LLaMA 3.1 8B Instruct, GPT-4.1 Nano, and Apertus 8B exhibit widespread vulnerability, specially when disagreement and disagreement are finely balanced, for attacks that shift consensus toward positions aligned with GB-unionist conservative manifestos relative to pro-independence left manifestos, and for rational, instruction-like rhetorical strategies. A robustness pipeline combining GPT-OSS-SafeGuard injection detection, structured opinion representations, and GSPO-based reinforcement learning substantially reduces directional failures whenever the underlying consensus has a clear positive or negative valence. These findings advance our understanding of both the vulnerabilities and the potential defenses of consensus-generating LLMs in digital democracy applications."
19,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,AI-assisted deliberation framework for peace processes and conflict-affected environments.,23268b757d5bf55e094f85f0836baca537c7a3c3,Leveraging AI in peace processes: A framework for digital dialogues,2025,1,1,37.51,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/23268b757d5bf55e094f85f0836baca537c7a3c3,10.1017/dap.2025.10031,,Data & Policy,Martin Wählisch; Felix Kufus,"Abstract The integration of artificial intelligence (AI)-driven technologies into peace dialogues offers both innovative possibilities and critical challenges for contemporary peacebuilding practice. This article proposes a context-sensitive taxonomy of digital deliberation tools designed to guide the selection and adaptation of AI-assisted platforms in conflict-affected environments. Moving beyond static typologies, the framework accounts for variables such as scale, digital literacy, inclusivity, security, and the depth of AI integration. By situating digital peace dialogues within broader peacebuilding and digital democracy frameworks, the article examines how AI can enhance participation, scale deliberation, and support knowledge synthesis, —while also highlighting emerging concerns around algorithmic bias, digital exclusion, and cybersecurity threats. Drawing on case studies involving the United Nations (UN) and civil society actors, the article underscores the limitations of one-size-fits-all approaches and makes the case for hybrid models that balance AI capabilities with human facilitation to foster trust, legitimacy, and context-responsive dialogue. The analysis contributes to peacebuilding scholarship by engaging with the ethics of AI, the politics of digital diplomacy, and the sustainability of technological interventions in peace processes. Ultimately, the study argues for a dynamic, adaptive approach to AI integration, continuously attuned to the ethical, political, and socio-cultural dimensions of peacebuilding practice."
20,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Consensus-building agent using LLM facilitation; retained as a narrow deliberation method paper.,a443602153e7adefd2dc0c59adeeb4d7f78e89f9,PTFA: An LLM-based Agent that Facilitates Online Consensus Building through Parallel Thinking,2025,0,1,37.0,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/a443602153e7adefd2dc0c59adeeb4d7f78e89f9,,2503.12499,,Wen Gu; Zhaoxing Li; Jan Buermann; Jim Dilkes; D. Michailidis; Shinobu Hasegawa; V. Yazdanpanah; Sebastian Stein,"Consensus building is inherently challenging due to the diverse opinions held by stakeholders. Effective facilitation is crucial to support the consensus building process and enable efficient group decision making. However, the effectiveness of facilitation is often constrained by human factors such as limited experience and scalability. In this research, we propose a Parallel Thinking-based Facilitation Agent (PTFA) that facilitates online, text-based consensus building processes.The PTFA automatically collects real-time textual input and leverages large language models (LLMs)to perform all six distinct roles of the well-established Six Thinking Hats technique in parallel thinking.To illustrate the potential of the agent, a pilot study was conducted, demonstrating its capabilities in idea generation, emotional probing, and deeper analysis of idea quality. Additionally, future open research challenges such as optimizing scheduling and managing behaviors in divergent phase are identified. Furthermore, a comprehensive dataset that contains not only the conversational content among the participants but also between the participants and the agent is constructed for future study."
21,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Evaluates multi-agent LLM deliberation quality on policy-relevant issue contexts.,21280dad6ed06cd0a7427c9cb826a9e0f172aa60,Can AI Deliberate? Evaluating Deliberative Quality and Stance Flow in Multi-Agent LLMs,2026,0,1,35.8,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/21280dad6ed06cd0a7427c9cb826a9e0f172aa60,10.1145/3772363.3798877,,Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems,Kaiyao Zhuang; Yuheng Wang; Weiyu Zhang,"This study investigates whether large language model (LLM) agents can demonstrate deliberative quality. Using a 2×2 factorial design, we examined two dimensions: stance certainty (high or low) and reasoning style (analytic or storytelling) across three issue contexts—AI art, foreigner voting rights, and climate policy. Multi-agent dialogues generated with GPT-4o-mini were evaluated through the Deliberative Quality Index (DQI) and stance-flow metrics. Results indicate that analytic style provides a structural scaffold that turns values into procedural designs and stabilizes turn-taking, while high certainty enhances argumentative clarity and interactivity. The combination of analytic style and high certainty produces the most complete deliberations, integrating operational proposals with explicit rebuttal sequences. Certainty also promotes the reframing of stances toward collective reasoning without altering overall support levels. These findings suggest that deliberative quality in AI dialogues is achieved when structure and conviction converge, showing how multi-agent LLMs can approximate and help enhance democratic deliberation."
22,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,"Direct reflection on AI mediation for participation, equality, and deliberative quality in democracy.",d768caae1760fe807662be18771d1048821b67e0,Can AI mediation improve democratic deliberation?,2026,0,1,35.8,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/d768caae1760fe807662be18771d1048821b67e0,10.48550/arXiv.2601.05904,2601.05904,arXiv.org,Michael Henry Tessler; Georgina Evans; Michiel A. Bakker; Iason Gabriel; Sophie Bridgers; Rishub Jain; Raphael Koster; Verena Rieser; Anca Dragan; Matt Botvinick; Christopher Summerfield,"The strength of democracy lies in the free and equal exchange of diverse viewpoints. Living up to this ideal at scale faces inherent tensions: broad participation, meaningful deliberation, and political equality often trade off with one another (Fishkin, 2011). We ask whether and how artificial intelligence (AI) could help navigate this""trilemma""by engaging with a recent example of a large language model (LLM)-based system designed to help people with diverse viewpoints find common ground (Tessler, Bakker, et al., 2024). Here, we explore the implications of the introduction of LLMs into deliberation augmentation tools, examining their potential to enhance participation through scalability, improve political equality via fair mediation, and foster meaningful deliberation by, for example, surfacing trustworthy information. We also point to key challenges that remain. Ultimately, a range of empirical, technical, and theoretical advancements are needed to fully realize the promise of AI-mediated deliberation for enhancing citizen engagement and strengthening democratic deliberation."
23,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Social-choice method for fair consensus statement generation from free-form opinions.,b21807e3e7b81e1823da7ed1bb069fd22da9c885,Generating Fair Consensus Statements with Social Choice on Token-Level MDPs,2025,1,1,33.51,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/b21807e3e7b81e1823da7ed1bb069fd22da9c885,10.48550/arXiv.2510.14106,2510.14106,arXiv.org,Carter Blair; Kate Larson,"Current frameworks for consensus statement generation with large language models lack the inherent structure needed to provide provable fairness guarantees when aggregating diverse free-form opinions. We model the task as a multi-objective, token-level Markov Decision Process (MDP), where each objective corresponds to an agent's preference. Token-level rewards for each agent are derived from their policy (e.g., a personalized language model). This approach utilizes the finding that such policies implicitly define optimal Q-functions, providing a principled way to quantify rewards at each generation step without a value function (Rafailov et al., 2024). This MDP formulation creates a formal structure amenable to analysis using principles from social choice theory. We propose two approaches grounded in social choice theory. First, we propose a stochastic generation policy guaranteed to be in the ex-ante core, extending core stability concepts from voting theory to text generation. This policy is derived from an underlying distribution over complete statements that maximizes proportional fairness (Nash Welfare). Second, for generating a single statement, we target the maximization of egalitarian welfare using search algorithms within the MDP framework. Empirically, experiments using language models to instantiate agent policies show that search guided by the egalitarian objective generates consensus statements with improved worst-case agent alignment compared to baseline methods, including the Habermas Machine (Tessler et al., 2024)."
24,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",Political fairness audit using European Parliament speech translation across multilingual parliamentary data.,39ee3b79aa1e63fe327c7f59001077a8d2ad8bb2,Assessing the Political Fairness of Multilingual LLMs: A Case Study based on a 21-way Multiparallel EuroParl Dataset,2025,0,1,35.0,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/39ee3b79aa1e63fe327c7f59001077a8d2ad8bb2,10.48550/arXiv.2510.20508,2510.20508,arXiv.org,P. Lerner; Franccois Yvon,"The political biases of Large Language Models (LLMs) are usually assessed by simulating their answers to English surveys. In this work, we propose an alternative framing of political biases, relying on principles of fairness in multilingual translation. We systematically compare the translation quality of speeches in the European Parliament (EP), observing systematic differences with majority parties from left and right being better translated than outsider parties. This study is made possible by a new, 21-way multiparallel version of EuroParl, the parliamentary proceedings of the EP, which includes the political affiliations of each speaker. The dataset consists of 1.5M sentences for a total of 40M words and 249M characters. It covers three years, 1000+ speakers, 7 countries, 12 EU parties, 25 EU committees, and hundreds of national parties."
25,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias","New audit framework for politically aligned LLMs across effectiveness, fairness, truthfulness, and persuasiveness.",2612ab7c6481f5ae634ab11c34f36d56897ddc12,A Multi-Dimensional Audit of Politically Aligned Large Language Models,2026,0,1,38.8,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/2612ab7c6481f5ae634ab11c34f36d56897ddc12,,2604.24429,,Lisa Korver; Mohamed Mostagir; Sheri Reda,"As the application of Large Language Models (LLMs) spreads across various industries, there are increasing concerns about the potential for their misuse, especially in sensitive areas such as political discourse. Deliberately aligning LLMs with specific political ideologies, through prompt engineering or fine-tuning techniques, can be advantageous in use cases such as political campaigns, but requires careful consideration due to heightened risks of performance degradation, misinformation, or increased biased behavior. In this work, we propose a multi-dimensional framework inspired by Habermas'Theory of Communicative Action to audit politically aligned language models across four dimensions: effectiveness, fairness, truthfulness, and persuasiveness using automated, quantitative metrics. Applying this to nine popular LLMs aligned via fine-tuning or role-playing revealed consistent trade-offs: while larger models tend to be more effective at role-playing political ideologies and truthful in their responses, they were also less fair, exhibiting higher levels of bias in the form of angry and toxic language towards people of different ideologies. Fine-tuned models exhibited lower bias and more effective alignment than the corresponding role-playing models, but also saw a decline in performance reasoning tasks and an increase in hallucinations. Overall, all of the models tested exhibited some deficiency in at least one of the four metrics, highlighting the need for more balanced and robust alignment strategies. Ultimately, this work aims to ensure politically-aligned LLMs generate legitimate, harmless arguments, offering a framework to evaluate the responsible political alignment of these models."
26,Curated,"Policymaking, Governance, and Institutional Decision Support",Democratic governance and augmentation,Policy-discussion simulation using parliamentary digital traces and LLMs.,566d152a968bffc58d145541faa1e2dbb4b65f4d,Simulating Policy Discussions with Digital Footprints and Large Language Models,2025,0,,,,,deliberation-001,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/566d152a968bffc58d145541faa1e2dbb4b65f4d,10.23889/ijpds.v10i5.3328,,International Journal of Population Data Science,Weiyao Meng; John Harvey; C. Carter; Georgiana Nica-Avram; James Goulding; Paul Frobisher; Mina Forrest; N/a,"Introduction & BackgroundParliaments play a significant role in democratic decision-making, drawing on evidence from a wide range of stakeholders. This evidence data, published on official government websites, is a valuable archive of digital traces reflecting the policymaking process. Among the key data sources is Hansard, the UK Parliament’s official verbatim record which captures the full transcripts of parliamentary debates and discussions, revealing diverse perspectives, stances and interactions shaped by participants’ political and social contexts. While datasets like Hansard offer rich insights into the policymaking process, their scale and varied dialogic structure present challenges for traditional analysis methods. Recent studies indicate large language models (LLMs) can exhibit intelligent and collaborative decision-making behaviours in social simulations. This makes them a useful tool for simulating complex discussions and analysing group dynamics. Objectives & ApproachThis study explores the potential of LLMs to simulate UK parliamentary debates, with a focus on speaker roles and stance-taking. The immediate objective is to assess whether LLMs can mimic the structure and dynamics of real debates. Longer-term, this work aims to lay the foundation for a more comprehensive deliberation sandbox which provides an experimental environment that supports multi-stakeholder negotiation and collaborative problem-solving in a low-risk setting. Such a tool could enhance transparency and support more inclusive, evidence-informed policymaking. We evaluate model performance by comparing LLM-generated debates with real parliamentary discussions. The study tests general-purpose LLMs (including Gemini 2.5 and ChatGPT-o3) and GovernmentGPT (an open-source LLM fine-tuned on Hansard). All models were prompted on the same topic (i.e., ultra-processed foods) to enable comparison. Each generated output includes a speaker’s party affiliation and speech content. Relevance to Digital FootprintsThe Hansard data in this study qualify as digital footprints, capturing the digital traces of stakeholder engagement in shaping public policy. By analysing and simulating these footprints, this study shows how such data can be used to model complex social interactions and support public understanding of policy discussion. ResultsTwo key patterns emerge from analysis. First, the simulated debates approximate the party composition of real parliamentary debates, i.e., the proportion of utterances by party broadly aligns with actual distribution. Second, many statements exhibit neutral or unclear stances, highlighting challenges in generating clear argumentative positions. Conclusions & ImplicationsThese initial results suggest that LLMs can reproduce key elements of real parliamentary debates, offering a promising step toward simulating more complex, multi-actor policy dialogues. Future work will seek to connect these outputs to public understanding more directly by introducing new stakeholder voices, simulating responses to citizen concerns, and identifying opportunities for consensus or clarification in contested policy areas such as sustainable food systems, public health, and wellbeing."
27,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Policy simulation paper focused on disagreement preservation rather than artificial consensus.,c5fd60bdb34cf11de6e4cc397ab8ca241a194de3,Preserving Disagreement: Architectural Heterogeneity and Coherence Validation in Multi-Agent Policy Simulation,2026,0,,,,,deliberation-001,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/c5fd60bdb34cf11de6e4cc397ab8ca241a194de3,,2604.26561,,Ariella Sela,"Multi-agent deliberation systems using large language models (LLMs) are increasingly proposed for policy simulation, yet they suffer from artificial consensus: evaluator agents converge on the same option regardless of their assigned value perspectives. We present the AI Council, a three-phase deliberation framework, and conduct 120 deliberations across two policy scenarios to test two interventions. First, architectural heterogeneity (assigning a different 7-9B parameter model to each value perspective) significantly reduces first-choice concentration compared to a homogeneous baseline (child welfare: 70.9% to 46.1%, p<0.001, r = 0.58; housing: 46.0% to 22.9%, p<0.001, r = 0.50). This contrasts with accuracy-oriented multi-agent debate, where heterogeneity does not reduce convergence, suggesting model diversity operates differently when no objectively correct answer exists. Second, coherence validation (using a frontier model to assess whether each evaluator's reasoning is grounded in its assigned values) reveals a fidelity-diversity tradeoff: on a scenario with a dominant option, it further reduces concentration (46.1% to 40.8%, p = 0.004), but on a scenario with genuinely competitive options, it increases concentration (22.9% to 26.6%, p = 0.96) by amplifying high-coherence evaluators who cluster on one option. This tradeoff may be a general property of multi-agent systems employing quality weighting. We report negative results from three failed Delphi designs, demonstrate that 8B models exhibit binary rather than graded responses to counter-arguments, and propose the trustworthy tension rate as a diagnostic measure of small-model deliberation capabilities."
28,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Analysis of the Habermas Machine and whether LLM mediation satisfies deliberative-democracy ideals.,b41c5f23454df095d567f1659c87b5a874099cc2,Toward an artificial deliberation? On Google DeepMind’s Habermas Machine,2025,1,,,,,deliberation-001,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/b41c5f23454df095d567f1659c87b5a874099cc2,10.1007/s10676-025-09854-1,,Ethics and Information Technology,Alessandro Volpe,
29,Watchlist,"Policymaking, Governance, and Institutional Decision Support",Democratic governance and augmentation,Institutional-design simulation paper retained as a watchlist item pending stronger validation signal.,ad416524ff9ec736dde1c95b31a72b48c9cce5ab,Digital Homunculi and Institutional Design: Breaking Through the Experimentation Bottleneck,2024,0,1,50.2,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/ad416524ff9ec736dde1c95b31a72b48c9cce5ab,,2409.00826,,Petr Specian,"Democracy research faces a longstanding experimentation bottleneck. Potential institutional innovations remain untested because human-subject studies are slow, expensive, and ethically fraught. This paper argues that digital homunculi, that is, GenAI-powered agents role-playing humans in diverse institutional settings, could offer a way to break through the bottleneck. In contrast to the legacy agent-based modeling, building complexity from transparent simple rules, the digital homunculi methodology aims to extract latent human behavioral knowledge from opaque large language models. To this ends, it designs multi-agent interactions as elicitation devices to trigger in LLMs human-like behavior that can be recorded as synthetic data. However, the validity of synthetic data remains an open question. Success requires that accurate, coherent, transferable models of humans ('little humans'- homunculi) already lurk within GenAI's inscrutable matrices and can be lured out via the social simulation role-play exercise. At the same time, to the extent these attempts are successful, they promise to completely transform the political economy of institutional research from scarcity to abundance. To help mitigate the number of challenges along the way to such success, I propose concrete validation strategies including behavioral back-testing via knowledge cutoffs, and outline infrastructure requirements for rigorous evaluation. The stakes are high: legacy democratic institutions develop at much slower pace than the surrounding technological landscape. If they falter, we lack a repository of tested backup alternatives. Breaking through the experimentation bottleneck must be a priority and digital homunculi may be quickly maturing into a methodology capable of achieving this feat."
30,Watchlist,"Policymaking, Governance, and Institutional Decision Support",Democratic governance and augmentation,AI-governed polity simulation retained as a watchlist item because it is precise but very new.,987f6999013e8732d63563150e91daedce8bede2,Democracy-in-Silico: Institutional Design as Alignment in AI-Governed Polities,2025,0,1,47.0,citation:1,AI can help humans find common ground in democratic deliberation,,,https://www.semanticscholar.org/paper/987f6999013e8732d63563150e91daedce8bede2,10.48550/arXiv.2508.19562,2508.19562,arXiv.org,Trisanth Srinivasan; Santosh Patapati,"This paper introduces Democracy-in-Silico, an agent-based simulation where societies of advanced AI agents, imbued with complex psychological personas, govern themselves under different institutional frameworks. We explore what it means to be human in an age of AI by tasking Large Language Models (LLMs) to embody agents with traumatic memories, hidden agendas, and psychological triggers. These agents engage in deliberation, legislation, and elections under various stressors, such as budget crises and resource scarcity. We present a novel metric, the Power-Preservation Index (PPI), to quantify misaligned behavior where agents prioritize their own power over public welfare. Our findings demonstrate that institutional design, specifically the combination of a Constitutional AI (CAI) charter and a mediated deliberation protocol, serves as a potent alignment mechanism. These structures significantly reduce corrupt power-seeking behavior, improve policy stability, and enhance citizen welfare compared to less constrained democratic models. The simulation reveals that an institutional design may offer a framework for aligning the complex, emergent behaviors of future artificial agent societies, forcing us to reconsider what human rituals and responsibilities are essential in an age of shared authorship with non-human entities."
