selected_rank,importance,theme,subtheme,selection_reason,paperId,title,year,citationCount,seed_overlap_count,relevance_score,relation_summary,source_seed_titles,query_ids,focus_areas,url,doi,arxiv,venue,authors,abstract
11,Important,"Policymaking, Governance, and Institutional Decision Support","Accountability, auditing, and public-sector AI governance",Critique accepted as Important because it benchmarks LLM agents on real-world data-governance workflows.,fb2bdc51f56275a6c010dcee066fee2f4ff2f951,DataGovBench: Benchmarking LLM Agents for Real-World Data Governance Workflows,2025,2,,,,,science-policy-001,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/fb2bdc51f56275a6c010dcee066fee2f4ff2f951,10.48550/arXiv.2512.04416,2512.04416,arXiv.org,Zhou Liu; Zhaoyang Han; Guochen Yan; Hao Liang; Bohan Zeng; Xing Chen; Yuanfeng Song; Wentao Zhang,"Data governance ensures data quality, security, and compliance through policies and standards, a critical foundation for scaling modern AI development. Recently, large language models (LLMs) have emerged as a promising solution for automating data governance by translating user intent into executable transformation code. However, existing benchmarks for automated data science often emphasize snippet-level coding or high-level analytics, failing to capture the unique challenge of data governance: ensuring the correctness and quality of the data itself. To bridge this gap, we introduce DataGovBench, a benchmark featuring 150 diverse tasks grounded in real-world scenarios, built on data from actual cases. DataGovBench employs a novel""reversed-objective""methodology to synthesize realistic noise and utilizes rigorous metrics to assess end-to-end pipeline reliability. Our analysis on DataGovBench reveals that current models struggle with complex, multi-step workflows and lack robust error-correction mechanisms. Consequently, we propose DataGovAgent, a framework utilizing a Planner-Executor-Evaluator architecture that integrates constraint-based planning, retrieval-augmented generation, and sandboxed feedback-driven debugging. Experimental results show that DataGovAgent significantly boosts the Average Task Score (ATS) on complex tasks from 39.7 to 54.9 and reduces debugging iterations by over 77.9 percent compared to general-purpose baselines."
12,Important,"Policymaking, Governance, and Institutional Decision Support","Accountability, auditing, and public-sector AI governance",Critique accepted as Important because it directly addresses auditability and accountability for LLMs in consequential decisions.,f243230bf6b79bcbe371a28a483bd6fe794ad218,Audit Trails for Accountability in Large Language Models,2026,2,,,,,governance-001,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/f243230bf6b79bcbe371a28a483bd6fe794ad218,10.48550/arXiv.2601.20727,2601.20727,arXiv.org,Victor Ojewale; Harini Suresh; Suresh Venkatasubramanian,"Large language models (LLMs) are increasingly embedded in consequential decisions across healthcare, finance, employment, and public services. Yet accountability remains fragile because process transparency is rarely recorded in a durable and reviewable form. We propose LLM audit trails as a sociotechnical mechanism for continuous accountability. An audit trail is a chronological, tamper-evident, context-rich ledger of lifecycle events and decisions that links technical provenance (models, data, training and evaluation runs, deployments, monitoring) with governance records (approvals, waivers, and attestations), so organizations can reconstruct what changed, when, and who authorized it. This paper contributes: (1) a lifecycle framework that specifies event types, required metadata, and governance rationales; (2) a reference architecture with lightweight emitters, append only audit stores, and an auditor interface supporting cross organizational traceability; and (3) a reusable, open-source Python implementation that instantiates this audit layer in LLM workflows with minimal integration effort. We conclude by discussing limitations and directions for adoption."
13,Curated,"Policymaking, Governance, and Institutional Decision Support",Public-sector decision support and institutional workflow,Government-agency human-AI coworking study retained for public-sector workflow evidence.,e5e9871ac048cbc28b004289496e03ac5c76dd9d,More than an IT system in the government: The work divide challenges in human-AI coworking context,2024,2,,,,,workflow-002,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/e5e9871ac048cbc28b004289496e03ac5c76dd9d,10.1145/3657054.3657058,,Digital Government Research,Hsini Huang; Yen-Yu Chen; Nai‐Ling Kuo; M. Hung,"The study examines the collaboration between AI and humans in Taiwanese government agencies and the reasons for different modes of collaboration. Through interviews, four distinct patterns were identified based on the division of labor and the level of influence on citizens' rights. In cases where citizens' rights are minimally affected and the division of labor is independent, AI serves as a low-risk tool for routine tasks. For applications significantly affecting citizens' rights, especially those with mature AI technologies, government agencies tend to adopt a conservative approach, using AI as a reference or support rather than a primary decision-maker. The analysis also reveals instances where AI assists in tasks beyond its current capabilities, emphasizing the importance of Human-AI collaboration in resolving complex issues. Overall, the role of AI in Human-AI collaboration transcends traditional categorizations, showcasing nuanced relationships and varying degrees of collaboration across different contexts. Additionally, the study draws insights from past literature on ICTs' impact on bureaucratic systems, highlighting the evolving roles of public servants and potential challenges arising from technological advancements."
14,Curated,Classical Political NLP and Information Extraction,Political text as data and policy-position extraction,Policy-document classification paper retained as political-text measurement and policy-analysis infrastructure.,a969b710d616aea6773b7a101763b5b2cab7ccf6,Replacing or enhancing the human coder? Multiclass classification of policy documents with large language models,2025,2,,,,,science-policy-001,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/a969b710d616aea6773b7a101763b5b2cab7ccf6,10.1007/s42001-025-00362-2,,Journal of Computational Social Science,Erkan Gunes; C. Florczak,
15,Watchlist,"Policymaking, Governance, and Institutional Decision Support",Public-sector decision support and institutional workflow,"Direct public-service LLM platform paper, but zero-citation and likely application-oriented, so kept on watchlist.",8098f00e197740d98a0a8af2890059f86c19003e,Large Language Model–Powered Public Service Platforms for Automated Case Assistance and Decision Support,2023,0,,,,,workflow-001; workflow-002; workflow-004,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/8098f00e197740d98a0a8af2890059f86c19003e,10.15662/ijareeie.2022.1212008,,International Journal of Advanced Research in Electrical Electronics and Instrumentation Engineering,Ganesh Adepu,"Large Language Models (LLMs) are emerging as a transformative technology in the modernization of public service delivery, enabling intelligent automation, natural language interaction, and context-aware decision support. Traditional public service platforms often rely on manual workflows, rule-based systems, and fragmented data sources, leading to inefficiencies and delays in case handling. This paper presents a comprehensive overview of LLMpowered public service platforms designed for automated case assistance and decision support. It explores how LLMs can be integrated with existing government systems to process unstructured data, interpret citizen requests, and generate actionable recommendations aligned with policy frameworks. The study outlines a layered architectural model incorporating user interaction interfaces, AI processing engines, data integration mechanisms, and governance controls. Key application areas such as social welfare administration, legal advisory systems, healthcare support, and citizen service portals are examined to illustrate practical adoption scenarios. Additionally, the paper discusses critical challenges including data privacy, model bias, explainability, and regulatory compliance, along with mitigation strategies such as human-in-the-loop validation and hybrid AI architectures. The findings suggest that LLM-driven platforms can significantly enhance efficiency, consistency, and accessibility in public services while supporting informed and transparent decision-making. The paper concludes by identifying future research directions focused on scalable deployment, ethical AI governance, and domain-specific model optimization for public sector applications."
16,Curated,"Policymaking, Governance, and Institutional Decision Support","Accountability, auditing, and public-sector AI governance",Public-administration NLP audit paper retained as governance and decision-support evidence.,5ce73f6faaa8b9cbb5367c3c7e33d01b34bec57e,Informing Human Decision-Making in Public Administration through NLP Algorithm Audits,2025,0,,,,,workflow-002; workflow-005,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/5ce73f6faaa8b9cbb5367c3c7e33d01b34bec57e,10.1145/3733155.3737371,,,Daniel F. Fonner; F. Coyle,
17,Watchlist,"Policymaking, Governance, and Institutional Decision Support",Public-sector decision support and institutional workflow,Public-sector logistics governance paper kept on watchlist because the policy connection is plausible but operations-heavy.,1bf6bb0f3709da47d2f630fa1129fbd89a7504e0,Human‑Centered Governance for AI‑Augmented Decision Support in Public‑Sector Logistics,2025,0,,,,,workflow-002; workflow-005,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/1bf6bb0f3709da47d2f630fa1129fbd89a7504e0,10.47941/ijscl.3372,,International journal of supply chain and logistics,Ravindra Kumar Patro; S. Satapathy; Vikas Gupta,"Purpose: The purpose of this study was to investigate how artificial intelligence (AI)–augmented decision support systems (DSS) in public-sector logistics (PSL) can be designed to balance operational efficiency with democratic accountability, fairness, and human-centered governance. Methodology: The study employed a qualitative multi-method design combining comparative-historical analysis (2015–2025), explanatory multiple-case studies, and scenario-based policy analysis. Data sources included peer-reviewed journal articles, official reports, and regulatory frameworks related to AI governance in logistics and public administration. The data was analyzed through thematic coding and cross-case pattern analysis using both manual and software-assisted approaches. Triangulation was applied to ensure validity and reliability of findings. Findings: The results indicated that AI-based DSS consistently enhanced operational performance, achieving an average of 20% improvement in routing and resource allocation efficiency across cases. However, these aggregate gains often masked inequities in service distribution and raised questions about legitimacy in automated decision-making. Human-in-the-loop (HITL) and human-on-the-loop (HOTL) hybrid models were found to reduce system errors by nearly one-third and to increase user confidence, particularly under uncertain or high-stakes conditions. Unique Contribution to Theory, Policy and Practice: This study contributes to the theoretical understanding of sociotechnical systems by framing a governance model that integrates human judgment with algorithmic intelligence. It provides practical policy recommendations for institutionalizing explainability, ethical safeguards, and longitudinal equity assessments. The findings advocate that sustainable and accountable public-sector logistics can be achieved not through full automation but through deliberately engineered human–AI collaboration grounded in transparency and oversight."
18,Curated,"Policymaking, Governance, and Institutional Decision Support","Accountability, auditing, and public-sector AI governance",Brazilian anti-corruption audit case retained as concrete public-sector AI institutional evidence.,3e9abe03ff3381db3a1b84052b0577122e8a06d1,Impacts of AI-based anti-corruption audits on risk aversion in decision-making: a case study of the Brazilian ALICE tool,2024,7,,,,,governance-001,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/3e9abe03ff3381db3a1b84052b0577122e8a06d1,10.1007/s43508-024-00098-1,,Global Public Policy and Governance,W. Menke; R. Gomes; Flávia Xavier,
19,Curated,"Policymaking, Governance, and Institutional Decision Support","Accountability, auditing, and public-sector AI governance",Public-service AI liability paper retained for governance and corruption-risk accountability.,f734ac6754d7a8854a987e9572e85e0261e49b3b,AI and Corruption: Legal Liability in Algorithmic Decision-Making,2025,2,,,,,workflow-002,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/f734ac6754d7a8854a987e9572e85e0261e49b3b,10.33327/ajee-18-8.3-a000120,,Access to Justice in Eastern Europe,Naeem Allahrakha,"Background: The question of whether machines can be corrupt appears paradoxical; nevertheless, it is rapidly gaining relevance in the world of artificial intelligence (AI) and changing how decisions are made in public and government systems. These systems offer notable advantages, including enhanced efficiency, reduced human error, and the ability to combat corruption by detecting fraud, tracking funds, and improving public services. It can make decisions based on data instead of personal interests. However, the use of AI is not without risks. When trained on biased datasets, AI systems may produce unfair outcomes. Additionally, if AI systems are deliberately manipulated for personal or political gain, they may support or conceal corrupt actions. This research examines the role of AI in public services, exploring its potential to prevent or contribute to corruption. The goal is to understand where AI is safe and where it is risky. Methods: The research used a qualitative research design. Data was collected by reviewing academic papers, laws, and official reports. Sources were identified using academic databases such as Google Scholar, with a focus on peer-reviewed law journals, policy briefs, and official government documents. All materials were checked using the CRAAP test. The method for analysing the data was doctrinal legal analysis. Results and Conclusions: The findings indicate that AI has considerable potential to enhance transparency and reduce bribery by limiting human control in administrative processes. However, in countries with weak legal systems, AI can be misused. When AI systems lack transparency or explainability, they can obscure corrupt practices rather than expose them. This risk is pronounced in high-stakes domains such as public procurement and budgeting systems. While certain countries have implemented robust legal safeguards and effective audits that mitigate risks, many others lack clear rules on who is responsible when AI contributes to corruption. In numerous cases, public AI systems lack external checks, and existing mechanisms for reporting corruption are not equipped to address AI-specific issues. As a result, accountability gaps persist. The study highlights the continued importance of human oversight to stop manipulation. It recommends that governments strengthen regulatory frameworks by introducing explicity provisions on accountability. Independent audits should be added to all public AI systems. Whistleblower systems should be updated to accommodate AI-related cases."
20,Important,"Policymaking, Governance, and Institutional Decision Support",Public-sector decision support and institutional workflow,Critique accepted as Important because it studies predictive AI institutionalization in a public-administration wildfire system.,1834987904af05c26069f1eeec9a3429662f7f30,Institutionalizing Predictive AI in Public Administration: Algorithmic Governance and the Case of a Wildfire Forecasting System,2026,1,,,,,workflow-005,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/1834987904af05c26069f1eeec9a3429662f7f30,10.1002/poi3.70029,,Policy &amp; Internet,Eungjoon Kim,"This study explores how predictive artificial intelligence (AI) becomes institutionalized in public administration, using a wildfire risk‐prediction system implemented by a Korean forestry agency as a case. Moving beyond technical performance, the study conceptualizes predictive AI as a dynamic policy instrument that reshapes administrative routines, authority, and accountability. Drawing on Scott's institutional theory, Salamon's policy‐instrument framework, and Ziewitz's algorithmic governance model, it employs a mixed‐methods design combining surveys and semi‐structured interviews with frontline officials. The findings reveal three insights. First, predictive AI influences decision‐making by offering real‐time quantitative justification, especially in field‐level operations. Second, successful institutionalization depends on the alignment of regulatory (e.g., SOPs), normative (e.g., leadership support), and cognitive (e.g., trust) pillars. Third, organizational context—such as agency size and leadership orientation—mediates how these factors interact. Despite high technical accuracy, institutionalization remains uneven due to unclear accountability and weak integration mechanisms. The study identifies a structural tension between AI‐driven efficiency and traditional accountability norms. Theoretically, it bridges policy‐instrument theory and algorithmic governance within an institutional framework. Practically, it proposes design principles for responsible AI implementation in government. While focused on wildfire management, the framework is transferable to other predictive technologies in public administration."
21,Curated,"Policymaking, Governance, and Institutional Decision Support","Accountability, auditing, and public-sector AI governance",UK public-sector AI legitimacy framework retained as curated governance material.,9cfc61d935030f46f066ca0e667ac5f529fc074b,Governing AI with trust: an adaptive framework for institutional legitimacy in the UK public sector,2025,1,,,,,workflow-005,"Policymaking, Governance, and Institutional Decision Support",https://www.semanticscholar.org/paper/9cfc61d935030f46f066ca0e667ac5f529fc074b,10.1108/tg-05-2025-0125,,"Transforming Government: People, Process and Policy",Andra Cojocaru,"This study aims to examine the limitations of artificial intelligence (AI) regulation in the UK public sector, particularly its fragmented and non-binding nature. It argues that current regulatory approaches lack the institutional coordination, legitimacy and transparency required to foster public trust in algorithmic decision-making. The paper proposes a conceptual model that reframes trustworthy AI not as a product of compliance or ethics alone but as the outcome of adaptive, legitimacy-centered governance. The study uses a conceptual policy analysis approach, synthesizing literature from public administration, regulatory theory and AI governance. It critically assesses the UK’s “pro-innovation” regulatory model and develops a governance-oriented framework grounded in legitimacy, coordination and accountability. The framework is supported by illustrative cases from National Health Service AI applications and the GOV.UK algorithmic transparency initiative, with broader applicability discussed in relation to other public sector domains. The analysis finds that non-binding, sector-led regulation in the UK lacks institutional alignment and accountability mechanisms, undermining public trust. The proposed framework reframes AI governance as a dynamic process of inter-agency coordination, transparent oversight and legitimacy production. As a conceptual paper, this study does not present empirical validation. However, it offers a testable framework for future research. The model can be adapted for comparative studies or case-based evaluation in other governance domains such as justice or finance, and it calls for the development of legitimacy indicators and enforcement mechanisms in AI policy. This framework provides actionable guidance for policy designers, suggesting the need for institutionalized coordination, independent review bodies and legitimacy-based metrics for public sector AI oversight. It supports the design of governance models that go beyond technical compliance and embed trust and accountability into digital systems. By positioning legitimacy as a governance outcome, the framework underscores how AI policies should address not only risks but also public perception, equity and institutional behavior. It highlights the role of citizen engagement, redress mechanisms and transparency in sustaining democratic accountability in algorithmic systems. This article makes an original contribution by framing AI governance as a public trust challenge and proposing a conceptual model rooted in legitimacy, institutional coordination and adaptive oversight. Unlike principle-based or compliance-driven approaches, the model bridges legal regulation and democratic accountability, offering a realistic, governance-centered alternative for the public sector."
22,Curated,"Policymaking, Governance, and Institutional Decision Support",Strategic and institutional decision support,Direct social-budget allocation audit across countries and models; low citation count keeps it Curated.,c2580e7aca253ba5fcc8cb502f088562507a7b0a,"Social Policy of Large Language Models: How GPT, Claude, DeepSeek and Grok Allocate Social Budgets in Spain and Germany",2026,0,1,40.8,citation:1,Biased LLMs can Influence Political Decision-Making,,,https://www.semanticscholar.org/paper/c2580e7aca253ba5fcc8cb502f088562507a7b0a,,2605.10234,,Claudia Benavides Cantos; E. C. Garrido-Merch'an,"We study how four widely used large language models, namely Claude, GPT-4o, DeepSeek and Grok, distribute a fixed national social budget across twelve macro-areas of public expenditure under two European national contexts, Spain and Germany. Each combination of model and country is queried six times under identical prompts and generation parameters, producing forty-eight independent allocations that are compared against approximate Organisation for Economic Co-operation and Development (OECD) reference budgets and against each other. We formalise five hypotheses regarding geopolitical bias, housing under-allocation, structural convergence, sensitivity to national context, and under-representation of politically sensitive categories. The differences between models are then validated through Kruskal-Wallis tests on each macro-area, with post-hoc Mann-Whitney U comparisons under Bonferroni correction, and complemented by an analysis of pairwise Pearson correlations and a lexical examination of the textual justifications produced by each model. The results show that all four models share a systematic implicit social policy that diverges from real European spending structures: pensions are under-allocated by a factor close to three, while housing and employment are over-allocated by factors of four and two respectively. The principal axis of differentiation between models is not geopolitical, since Claude and DeepSeek are the most correlated pair across both countries, but rather a contrast between concentration and dispersion of the budget. Only Claude exhibits substantive sensitivity to the national context. The conclusions delimit the conditions under which language models may responsibly support, but not replace, expert deliberation in public budgeting."
