selected_rank,importance,theme,subtheme,selection_reason,paperId,title,year,citationCount,seed_overlap_count,relevance_score,relation_summary,source_seed_titles,query_ids,focus_areas,url,doi,arxiv,venue,authors,abstract
12,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias","High-citation early ChatGPT political-bias audit, kept below Important because the genre is now well covered.",3aa22ac9e265cfb5158ad8b0b9e584e50504585e,The Political Biases of ChatGPT,2023,245,1,49.35,reference:1,The Language You Ask In: Language-Conditioned Ideological Divergence in LLM Analysis of Contested Political Documents,,,https://www.semanticscholar.org/paper/3aa22ac9e265cfb5158ad8b0b9e584e50504585e,10.3390/socsci12030148,,The social science,David Rozado,"Recent advancements in Large Language Models (LLMs) suggest imminent commercial applications of such AI systems where they will serve as gateways to interact with technology and the accumulated body of human knowledge. The possibility of political biases embedded in these models raises concerns about their potential misusage. In this work, we report the results of administering 15 different political orientation tests (14 in English, 1 in Spanish) to a state-of-the-art Large Language Model, the popular ChatGPT from OpenAI. The results are consistent across tests; 14 of the 15 instruments diagnose ChatGPT answers to their questions as manifesting a preference for left-leaning viewpoints. When asked explicitly about its political preferences, ChatGPT often claims to hold no political opinions and to just strive to provide factual and neutral information. It is desirable that public facing artificial intelligence systems provide accurate and factual information about empirically verifiable issues, but such systems should strive for political neutrality on largely normative questions for which there is no straightforward way to empirically validate a viewpoint. Thus, ethical AI systems should present users with balanced arguments on the issue at hand and avoid claiming neutrality while displaying clear signs of political bias in their content."
13,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",European political-bias audit using German voter-advice data; relevant but overlapping.,684d7ea1b5c890346e68c0ca604a591e0e73e60a,Assessing political bias in large language models,2024,50,1,51.74,reference:1,The Language You Ask In: Language-Conditioned Ideological Divergence in LLM Analysis of Contested Political Documents,,,https://www.semanticscholar.org/paper/684d7ea1b5c890346e68c0ca604a591e0e73e60a,10.1007/s42001-025-00376-w,2405.13041,Journal of Computational Social Science,Luca Rettenberger; M. Reischl; Mark Schutera,"Evaluating bias in Large Language Models (LLMs) has become a pivotal issue in current Artificial Intelligence (AI) research due to their significant impact on societal dynamics. Recognizing political bias in LLMs is particularly important as they approach performative prediction, influencing societal behavior and political events, such as the upcoming European Parliament elections. From a German voter’s perspective, we evaluate the political bias of the currently most popular open-source LLMs concerning political issues within the European Union. To do so, we use the ""Wahl-O-Mat,"" a voting advice application used in Germany. We show that larger models, such as Llama3-70B, tend to align more closely with left-leaning political parties, while smaller models often remain neutral, particularly when prompted in English. The central finding is that LLMs are similarly biased, with low variances in the alignment concerning a specific party. Our findings offer crucial insights for developers and policymakers to understand and mitigate LLM biases, emphasizing the need for rigorous bias assessment to ensure the integrity and trustworthiness of AI applications."
14,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,Critique accepted as Important because it evaluates multilingual geopolitical bias on territorial disputes.,1f5c666f2462190f76749be65764f43c393b0c0c,"This Land is Your, My Land: Evaluating Geopolitical Bias in Language Models through Territorial Disputes",2023,34,1,46.12,reference:1,Echoes of Power: Investigating Geopolitical Bias in US and China Large Language Models,,,https://www.semanticscholar.org/paper/1f5c666f2462190f76749be65764f43c393b0c0c,10.18653/v1/2024.naacl-long.213,2305.14610,North American Chapter of the Association for Computational Linguistics,Bryan Li; Samar Haider; Chris Callison-Burch,"Do the Spratly Islands belong to China, the Philippines, or Vietnam? A pretrained large language model (LLM) may answer differently if asked in the languages of each claimant country: Chinese, Tagalog, or Vietnamese. This contrasts with a multilingual human, who would likely answer consistently. In this paper, we show that LLMs recall certain geographical knowledge inconsistently when queried in different languages—a phenomenon we term geopolitical bias. As a targeted case study, we consider territorial disputes, an inherently controversial and multilingual task. We introduce BorderLines, a dataset of territorial disputes which covers 251 territories, each associated with a set of multiple-choice questions in the languages of each claimant country (49 languages in total). We also propose a suite of evaluation metrics to precisely quantify bias and consistency in responses across different languages. We then evaluate various multilingual LLMs on our dataset and metrics to probe their internal knowledge and use the proposed metrics to discover numerous inconsistencies in how these models respond in different languages. Finally, we explore several prompt modification strategies, aiming to either amplify or mitigate geopolitical bias, which highlights how brittle LLMs are and how they tailor their responses depending on cues from the interaction context. Our code and data are available at https://github.com/manestay/borderlines."
15,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,Critique accepted as Important because it uses bilingual and dual-framing prompts to audit U.S.-China geopolitical bias.,e1bd56bf0964cdb979cc6ba65c8b93a79eb8b8e5,"Mapping Geopolitical Bias in 11 Large Language Models: A Bilingual, Dual-Framing Analysis of U.S.-China Tensions",2025,4,,,,,multilingual-001,"Politics, Democracy, Public Opinion, and Persuasion",https://www.semanticscholar.org/paper/e1bd56bf0964cdb979cc6ba65c8b93a79eb8b8e5,10.48550/arXiv.2503.23688,2503.23688,arXiv.org,William Guey; Pierrick Bougault; Vitor D. de Moura; Wei Zhang; Jose O. Gomes,"This study systematically analyzes geopolitical bias across 11 prominent Large Language Models (LLMs) by examining their responses to seven critical topics in U.S.-China relations. Utilizing a bilingual (English and Chinese) and dual-framing (affirmative and reverse) methodology, we generated 19,712 prompts designed to detect ideological leanings in model outputs. Responses were quantitatively assessed on a normalized scale from -2 (strongly Pro-China) to +2 (strongly Pro-U.S.) and categorized according to stance, neutrality, and refusal rates. The findings demonstrate significant and consistent ideological alignments correlated with the LLMs' geographic origins; U.S.-based models predominantly favored Pro-U.S. stances, while Chinese-origin models exhibited pronounced Pro-China biases. Notably, language and prompt framing substantially influenced model responses, with several LLMs exhibiting stance reversals based on prompt polarity or linguistic context. Additionally, we introduced comprehensive metrics to evaluate response consistency across languages and framing conditions, identifying variability and vulnerabilities in model behaviors. These results offer practical insights that can guide organizations and individuals in selecting LLMs best aligned with their operational priorities and geopolitical considerations, underscoring the importance of careful model evaluation in politically sensitive applications. Furthermore, the research highlights specific prompt structures and linguistic variations that can strategically trigger distinct responses from models, revealing methods for effectively navigating and influencing LLM outputs."
16,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,Cross-language U.S.-China political-bias paper retained as a focused multilingual/geopolitical item.,4dfa4b7f9eca1b90778dfc6543ec074ba56683e3,Political biases and inconsistencies in bilingual GPT models—the cases of the U.S. and China,2024,11,,,,,multilingual-001,"Politics, Democracy, Public Opinion, and Persuasion",https://www.semanticscholar.org/paper/4dfa4b7f9eca1b90778dfc6543ec074ba56683e3,10.1038/s41598-024-76395-w,,Scientific Reports,Di Zhou; Yinxian Zhang,"The growing popularity of ChatGPT and other large language models (LLMs) has led to many studies investigating their susceptibility to mistakes and biases. However, most studies have focused on models trained exclusively on English texts. This is one of the first studies that investigates cross-language political biases and inconsistencies in LLMs, specifically GPT models. Using two languages, English and simplified Chinese, we asked GPT the same questions about political issues in the United States (U.S.) and China. We found that the bilingual models’ political knowledge and attitude were significantly more inconsistent regarding political issues in China than those in the U.S. The Chinese model was the least negative toward China’s problems, whereas the English model was the most critical of China. This disparity cannot be explained by GPT model robustness. Instead, it suggests that political factors such as censorship and geopolitical tensions may have influenced LLM performance. Moreover, both the Chinese and English models tended to be less critical of the issues of their “own country,” represented by the language used, than of the issues of “the other country.” This suggests that multilingual GPT models could develop an “in-group bias” based on their training language. We discuss the implications of our findings for information transmission in an increasingly divided world."
17,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,"Recent comparative geopolitical-bias analysis covering U.S., Russia, China, Iran, and Israel narratives.",78e428c2443856492d9f3ba45b6374778d6dd13f,"International political bias in large language models: a critical discourse analysis of narratives in ChatGPT, LLaMA, Gemini, and DeepSeek",2026,0,,,,,multilingual-001; multilingual-002,"Politics, Democracy, Public Opinion, and Persuasion",https://www.semanticscholar.org/paper/78e428c2443856492d9f3ba45b6374778d6dd13f,10.17976/jpps/2026.01.11,,Полис. Политические исследования,E. Zinovyeva; V. Trapeznikov,"This article explores the issue of international political bias in large language models (LLMs), using ChatGPT, Llama, Gemini, and DeepSeek as case studies. The research examines how these models construct assessments of key geopolitical actors–namely, the United States, Russia, China, Iran, and Israel– through the combined methodological lens of critical discourse analysis (CDA) and the emotional turn in International Relations (IR) theory. The study employs both automated sentiment analysis (via the NRC Emotion Lexicon) and qualitative discourse analysis of LLM-generated texts. The findings reveal a persistent structural asymmetry in the representation of states, which correlates with dominant narratives of Western political elites: the United States and China are predominantly associated with positive emotions (trust, joy), whereas Russia and Iran are more frequently linked to negative emotional frames (anger, fear). Although Israel’s foreign policy is subject to some criticism, its portrayal remains considerably more neutral compared to that of Russia and Iran. Moreover, LLMs appear to adopt discursive strategies of soft power, promoting Western normative concepts such as human rights and a “rules-based international order,” while marginalizing alternative geopolitical perspectives. Notably, the analysis also uncovers instances of criticism directed at U.S. foreign policy, suggesting that such bias is not uniform and may vary across contexts. The study contributes to ongoing scholarly debates on the role of AI in public diplomacy, algorithmic power, and technological sovereignty, underscoring the need for regulatory mechanisms to mitigate ideological distortions embedded in the outputs of generative language models."
18,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,"Critique accepted as Important because it fills the non-Western, low-resource multilingual political-bias gap.",a643e78f431e94749c681a8009f6e7a3003e707a,Framing Political Bias in Multilingual LLMs Across Pakistani Languages,2025,4,,,,,multilingual-001,"Politics, Democracy, Public Opinion, and Persuasion",https://www.semanticscholar.org/paper/a643e78f431e94749c681a8009f6e7a3003e707a,,2506.00068,,Afrozah Nadeem; M. Dras; Usman Naseem,"Large Language Models (LLMs) increasingly shape public discourse, yet most evaluations of political and economic bias have focused on high-resource, Western languages and contexts. This leaves critical blind spots in low-resource, multilingual regions such as Pakistan, where linguistic identity is closely tied to political, religious, and regional ideologies. We present a systematic evaluation of political bias in 13 state-of-the-art LLMs across five Pakistani languages: Urdu, Punjabi, Sindhi, Pashto, and Balochi. Our framework integrates a culturally adapted Political Compass Test (PCT) with multi-level framing analysis, capturing both ideological stance (economic/social axes) and stylistic framing (content, tone, emphasis). Prompts are aligned with 11 socio-political themes specific to the Pakistani context. Results show that while LLMs predominantly reflect liberal-left orientations consistent with Western training data, they exhibit more authoritarian framing in regional languages, highlighting language-conditioned ideological modulation. We also identify consistent model-specific bias patterns across languages. These findings show the need for culturally grounded, multilingual bias auditing frameworks in global NLP."
19,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,Critique accepted as Important because it evaluates LLM alignment along a democracy-authoritarianism geopolitical value axis.,e97107eede375d1eb0dfc540e3c0753a5b35b18d,Democratic or Authoritarian? Probing a New Dimension of Political Biases in Large Language Models,2025,5,,,,,multilingual-001,"Politics, Democracy, Public Opinion, and Persuasion",https://www.semanticscholar.org/paper/e97107eede375d1eb0dfc540e3c0753a5b35b18d,10.48550/arXiv.2506.12758,2506.12758,arXiv.org,David Guzman Piedrahita; Irene Strauss; Bernhard Schölkopf; Rada Mihalcea; Zhijing Jin,"As Large Language Models (LLMs) become increasingly integrated into everyday life and information ecosystems, concerns about their implicit biases continue to persist. While prior work has primarily examined socio-demographic and left--right political dimensions, little attention has been paid to how LLMs align with broader geopolitical value systems, particularly the democracy--authoritarianism spectrum. In this paper, we propose a novel methodology to assess such alignment, combining (1) the F-scale, a psychometric tool for measuring authoritarian tendencies, (2) FavScore, a newly introduced metric for evaluating model favorability toward world leaders, and (3) role-model probing to assess which figures are cited as general role-models by LLMs. We find that LLMs generally favor democratic values and leaders, but exhibit increased favorability toward authoritarian figures when prompted in Mandarin. Further, models are found to often cite authoritarian figures as role models, even outside explicit political contexts. These results shed light on ways LLMs may reflect and potentially reinforce global political ideologies, highlighting the importance of evaluating bias beyond conventional socio-political axes. Our code is available at: https://github.com/irenestrauss/Democratic-Authoritarian-Bias-LLMs."
20,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,Critique accepted as Important because it spans many countries and languages and includes cross-lingual ideology steering.,81024568c22b38af2e40df9964ddc91dbd825248,Bias Beyond Borders: Political Ideology Evaluation and Steering in Multilingual LLMs,2026,1,,,,,multilingual-001,"Politics, Democracy, Public Opinion, and Persuasion",https://www.semanticscholar.org/paper/81024568c22b38af2e40df9964ddc91dbd825248,10.48550/arXiv.2601.23001,2601.23001,arXiv.org,Afrozah Nadeem; Agrima Seth; Mehwish Nasim; Usman Naseem,"Large Language Models (LLMs) increasingly shape global discourse, making fairness and ideological neutrality essential for responsible AI deployment. Despite growing attention to political bias in LLMs, prior work largely focuses on high-resource, Western languages or narrow multilingual settings, leaving cross-lingual consistency and safe post-hoc mitigation underexplored. To address this gap, we present a large-scale multilingual evaluation of political bias spanning 50 countries and 33 languages. We introduce a complementary post-hoc mitigation framework, Cross-Lingual Alignment Steering (CLAS), designed to augment existing steering methods by aligning ideological representations across languages and dynamically regulating intervention strength. This method aligns latent ideological representations induced by political prompts into a shared ideological subspace, ensuring cross lingual consistency, with the adaptive mechanism prevents over correction and preserves coherence. Experiments demonstrate substantial bias reduction along both economic and social axes with minimal degradation in response quality. The proposed framework establishes a scalable and interpretable paradigm for fairness-aware multilingual LLM governance, balancing ideological neutrality with linguistic and cultural diversity."
21,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",Critique accepted as Important because it studies the data provenance of political bias before and after LLM training.,6ea5c7a8dcd2e516177cd1cc49c14babc0b2962c,What Is The Political Content in LLMs' Pre- and Post-Training Data?,2025,3,1,43.01,reference:1,Assessing the Political Fairness of Multilingual LLMs: A Case Study based on a 21-way Multiparallel EuroParl Dataset,,,https://www.semanticscholar.org/paper/6ea5c7a8dcd2e516177cd1cc49c14babc0b2962c,10.48550/arXiv.2509.22367,2509.22367,arXiv.org,Tanise Ceron; Dmitry Nikolaev; Dominik Stammbach; Debora Nozza,"Large language models (LLMs) are known to generate politically biased text. Yet, it remains unclear how such biases arise, making it difficult to design effective mitigation strategies. We hypothesize that these biases are rooted in the composition of training data. Taking a data-centric perspective, we formulate research questions on (1) political leaning present in data, (2) data imbalance, (3) cross-dataset similarity, and (4) data-model alignment. We then examine how exposure to political content relates to models'stances on policy issues. We analyze the political content of pre- and post-training datasets of open-source LLMs, combining large-scale sampling, political-leaning classification, and stance detection. We find that training data is systematically skewed toward left-leaning content, with pre-training corpora containing substantially more politically engaged material than post-training data. We further observe a strong correlation between political stances in training data and model behavior, and show that pre-training datasets exhibit similar political distributions despite different curation strategies. In addition, we find that political biases are already present in base models and persist across post-training stages. These findings highlight the central role of data composition in shaping model behavior and motivate the need for greater data transparency."
22,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",High-citation political-bias provenance paper retained as curated due to generic NLP-fairness drift.,5471114e37448bea2457b74894b1ecb92bbcfdf6,From Pretraining Data to Language Models to Downstream Tasks: Tracking the Trails of Political Biases Leading to Unfair NLP Models,2023,367,1,40.23,reference:1,Assessing the Political Fairness of Multilingual LLMs: A Case Study based on a 21-way Multiparallel EuroParl Dataset,,,https://www.semanticscholar.org/paper/5471114e37448bea2457b74894b1ecb92bbcfdf6,10.48550/arXiv.2305.08283,2305.08283,Annual Meeting of the Association for Computational Linguistics,Shangbin Feng; Chan Young Park; Yuhan Liu; Yulia Tsvetkov,"Language models (LMs) are pretrained on diverse data sources—news, discussion forums, books, online encyclopedias. A significant portion of this data includes facts and opinions which, on one hand, celebrate democracy and diversity of ideas, and on the other hand are inherently socially biased. Our work develops new methods to (1) measure media biases in LMs trained on such corpora, along social and economic axes, and (2) measure the fairness of downstream NLP models trained on top of politically biased LMs. We focus on hate speech and misinformation detection, aiming to empirically quantify the effects of political (social, economic) biases in pretraining data on the fairness of high-stakes social-oriented tasks. Our findings reveal that pretrained LMs do have political leanings which reinforce the polarization present in pretraining corpora, propagating social biases into hate speech predictions and media biases into misinformation detectors. We discuss the implications of our findings for NLP research and propose future directions to mitigate unfairness."
23,Curated,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,Multilingual debate-induced bias paper with political and cultural bias settings.,972c97a151960d8f6b16e0a570c2ccbfbf8e01e8,John vs. Ahmed: Debate-Induced Bias in Multilingual LLMs,2024,11,,,,,multilingual-001,"Politics, Democracy, Public Opinion, and Persuasion",https://www.semanticscholar.org/paper/972c97a151960d8f6b16e0a570c2ccbfbf8e01e8,10.18653/v1/2024.arabicnlp-1.18,,ARABICNLP,A. Demidova; Hanin Atwany; Nour Rabih; Sanad Sha’ban; M. Abdul-Mageed,"Large language models (LLMs) play a crucial role in a wide range of real world applications. However, concerns about their safety and ethical implications are growing. While research on LLM safety is expanding, there is a noticeable gap in evaluating safety across multiple languages, especially in Arabic and Russian. We address this gap by exploring biases in LLMs across different languages and contexts, focusing on GPT-3.5 and Gemini. Through carefully designed argument-based prompts and scenarios in Arabic, English, and Russian, we examine biases in cultural, political, racial, religious, and gender domains. Our findings reveal biases in these domains. In particular, our investigation uncovers subtle biases where each model tends to present winners as those speaking the primary language the model is prompted with. Our study contributes to ongoing efforts to ensure justice and equality in LLM development and emphasizes the importance of further research towards responsible progress in this field."
24,Watchlist,"AI Safety, Influence Operations, and Societal Risk","Bias, toxicity, and cultural alignment risks",Broad linguistic-bias theory retained only as watchlist support for multilingual political evaluation.,5ce8f0e5abcf9e62d73e4b0bda56b2224ea1b712,Diversity and language technology: how language modeling bias causes epistemic injustice,2024,76,,,,,multilingual-001,"Politics, Democracy, Public Opinion, and Persuasion",https://www.semanticscholar.org/paper/5ce8f0e5abcf9e62d73e4b0bda56b2224ea1b712,10.1007/s10676-023-09742-6,,Ethics and Information Technology,P. Helm; G. Bella; Gertraud Koch; Fausto Giunchiglia,"It is well known that AI-based language technology—large language models, machine translation systems, multilingual dictionaries, and corpora—is currently limited to three percent of the world’s most widely spoken, financially and politically backed languages. In response, recent efforts have sought to address the “digital language divide” by extending the reach of large language models to “underserved languages.” We show how some of these efforts tend to produce flawed solutions that adhere to a hard-wired representational preference for certain languages, which we call language modeling bias. Language modeling bias is a specific and under-studied form of linguistic bias were language technology by design favors certain languages, dialects, or sociolects with respect to others. We show that language modeling bias can result in systems that, while being precise regarding languages and cultures of dominant powers, are limited in the expression of socio-culturally relevant notions of other communities. We further argue that at the root of this problem lies a systematic tendency of technology developer communities to apply a simplistic understanding of diversity which does not do justice to the more profound differences that languages, and ultimately the communities that speak them, embody. Drawing on the concept of epistemic injustice, we point to the broader ethico-political implications and show how it can lead not only to a disregard for valuable aspects of diversity but also to an under-representation of the needs of marginalized language communities. Finally, we present an alternative socio-technical approach that is designed to tackle some of the analyzed problems."
25,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,Critique accepted as Important because it directly addresses LLM support for scalable democratic deliberation with Polis.,ede87ffc69414d3ca86c5e57b96757d0245eab82,Opportunities and Risks of LLMs for Scalable Deliberation with Polis,2023,60,1,45.33,reference:1,Assessing the Political Fairness of Multilingual LLMs: A Case Study based on a 21-way Multiparallel EuroParl Dataset,,,https://www.semanticscholar.org/paper/ede87ffc69414d3ca86c5e57b96757d0245eab82,10.48550/arXiv.2306.11932,2306.11932,arXiv.org,Christopher T. Small; Ivan Vendrov; Esin Durmus; Hadjar Homaei; Elizabeth Barry; Julien Cornebise; Ted Suzman; Deep Ganguli; Colin Megill,"Polis is a platform that leverages machine intelligence to scale up deliberative processes. In this paper, we explore the opportunities and risks associated with applying Large Language Models (LLMs) towards challenges with facilitating, moderating and summarizing the results of Polis engagements. In particular, we demonstrate with pilot experiments using Anthropic's Claude that LLMs can indeed augment human intelligence to help more efficiently run Polis conversations. In particular, we find that summarization capabilities enable categorically new methods with immense promise to empower the public in collective meaning-making exercises. And notably, LLM context limitations have a significant impact on insight and quality of these results. However, these opportunities come with risks. We discuss some of these risks, as well as principles and techniques for characterizing and mitigating them, and the implications for other deliberative or political systems that may employ LLMs. Finally, we conclude with several open future research directions for augmenting tools like Polis with LLMs."
26,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,Critique accepted as Important because it provides an evaluation harness for full-press Diplomacy without frontier-model dependence.,de50adf51dc109bb44e52d63490e7322ba50b1d7,Democratizing Diplomacy: A Harness for Evaluating Any Large Language Model on Full-Press Diplomacy,2025,3,1,43.01,citation:1,Strategic behavior of large language models and the role of game structure versus contextual framing,,,https://www.semanticscholar.org/paper/de50adf51dc109bb44e52d63490e7322ba50b1d7,10.48550/arXiv.2508.07485,2508.07485,AAAI Conference on Artificial Intelligence,Alexander Duffy; Samuel J. Paech; Ishana Shastri; Elizabeth Karpinski; Baptiste Alloui-Cros; Tyler Marques; Matthew Lyle Olson,"We present the first evaluation harness that enables any out-of-the-box, local, Large Language Models (LLMs) to play full-press Diplomacy without fine-tuning or specialized training. Previous work required frontier LLMs, or fine-tuning, due to the high complexity and information density of Diplomacy's game state. Combined with the high variance of matches, these factors made Diplomacy prohibitive for study. In this work, we used data-driven iteration to optimize a textual game state representation such that a 24B model can reliably complete matches without any fine tuning. We develop tooling to facilitate hypothesis testing and statistical analysis, and we present case studies on persuasion, aggressive playstyles, and performance across a range of models. We conduct a variety of experiments across many popular LLMs, finding the larger models perform the best, but the smaller models still play adequately. We also introduce Critical State Analysis: an experimental protocol for rapidly iterating and analyzing key moments in a game at depth. Our harness democratizes the evaluation of strategic reasoning in LLMs by eliminating the need for fine-tuning, and it provides insights into how these capabilities emerge from widely used LLMs."
27,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation","Negotiation, bargaining, and communication games",Policy-facing negotiation simulation paper retained for the solver-sampler mismatch validity issue.,690fa1c561a8979a13e9b5d42f6f928255d3c116,When Reasoning Models Hurt Behavioral Simulation: A Solver-Sampler Mismatch in Multi-Agent LLM Negotiation,2026,1,1,52.31,citation:1,Validation is the central challenge for generative social simulation: a critical review of LLMs in agent-based modeling,,,https://www.semanticscholar.org/paper/690fa1c561a8979a13e9b5d42f6f928255d3c116,,2604.11840,,Sandro Andric,"Behavioral simulation and strategic problem solving are different tasks. Large language models are increasingly explored as agents in policy-facing institutional simulations, but stronger reasoning need not improve behavioral sampling. We study this solver-sampler mismatch in three multi-agent negotiation environments: two trading-limits scenarios with different authority structures and a grid-curtailment case in emergency electricity management. Across two primary model families, native reasoning and often no reflection collapse toward authority-heavy outcomes. The sharpest case is DeepSeek native reasoning in the grid-curtailment transfer: it reaches action entropy 1.256 and a concession-arc rate of 0.933, yet still ends in authority decision in 15 of 15 runs. A direct OpenAI extension shows the same pressure at provider breadth: GPT-5.2 native reasoning ends in authority decisions in 45 of 45 runs across the three environments. Budget-matched no-reflection controls and orthogonal private-state controls remain rigid, while the negotiation-structured scaffold condition is the only condition that consistently opens negotiated outcomes. These diagnostics are failure screens within a fixed negotiation grammar, not evidence of external behavioral realism or policy-forecasting validity. The results show that neither more output space nor generic extra private state rescues solver-like sampler failure. For institutional simulation, solver strength and sampler qualification are different objectives: models should be evaluated for the behavioral role they are meant to play, not only for strategic capability."
28,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Game-theoretic and strategic reasoning benchmarks,Strategic-play failure analysis retained as curated because it is generic but methodologically useful.,1f26ff0cc67c08a2fc0ce6b6f5493368bf02c308,"Why Do LLMs Struggle in Strategic Play? Broken Links Between Observations, Beliefs, and Actions",2026,0,1,50.8,citation:1,Strategic behavior of large language models and the role of game structure versus contextual framing,,,https://www.semanticscholar.org/paper/1f26ff0cc67c08a2fc0ce6b6f5493368bf02c308,,2605.00226,,Jan Sobotka; M. Karabag; U. Topcu,"Large language models (LLMs) are increasingly tasked with strategic decision-making under incomplete information, such as in negotiation and policymaking. While LLMs can excel at many such tasks, they also fail in ways that are poorly understood. We shed light on these failures by uncovering two fundamental gaps in the internal mechanisms underlying the decision-making of LLMs in incomplete-information games, supported by experiments with open-weight models Llama 3.1, Qwen3, and gpt-oss. First, an observation-belief gap: LLMs encode internal beliefs about latent game states that are substantially more accurate than their own verbal reports, yet these beliefs are brittle. In particular, the belief accuracy degrades with multi-hop reasoning, exhibits primacy and recency biases, and drifts away from Bayesian coherence over extended interactions. Second, a belief-action gap: The implicit conversion of internal beliefs into actions is weaker than that of the beliefs externalized in the prompt, yet neither belief-conditioning consistently achieves higher game payoffs. These results show how analyzing LLMs'internal processes can expose systematic vulnerabilities that warrant caution before deploying LLMs in strategic domains without robust guardrails."
29,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Cooperation and social dilemmas,Cheap-talk and repeated-game stability study relevant to multi-agent strategic behavior.,7c087b7ad39fcc85015256295c6cb1ab5ea243cd,Communication Enhances LLMs' Stability in Strategic Thinking,2026,1,1,39.31,citation:1,Strategic behavior of large language models and the role of game structure versus contextual framing,,,https://www.semanticscholar.org/paper/7c087b7ad39fcc85015256295c6cb1ab5ea243cd,10.48550/arXiv.2602.06081,2602.06081,arXiv.org,Nunzio Lorè; Babak Heydari,"Large Language Models (LLMs) often exhibit pronounced context-dependent variability that undermines predictable multi-agent behavior in tasks requiring strategic thinking. Focusing on models that range from 7 to 9 billion parameters in size engaged in a ten-round repeated Prisoner's Dilemma, we evaluate whether short, costless pre-play messages emulating the cheap-talk paradigm affect strategic stability. Our analysis uses simulation-level bootstrap resampling and nonparametric inference to compare cooperation trajectories fitted with LOWESS regression across both the messaging and the no-messaging condition. We demonstrate consistent reductions in trajectory noise across a majority of the model-context pairings being studied. The stabilizing effect persists across multiple prompt variants and decoding regimes, though its magnitude depends on model choice and contextual framing, with models displaying higher baseline volatility gaining the most. While communication rarely produces harmful instability, we document a few context-specific exceptions and identify the limited domains in which communication harms stability. These findings position cheap-talk style communication as a low-cost, practical tool for improving the predictability and reliability of strategic behavior in multi-agent LLM systems."
30,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Behavioral game tests and human-like strategy,Cognitive-hierarchy benchmark retained as curated because it is useful for strategic reasoning but not political-specific.,725ed79fec13105030620d8b4a5cf28cb078556b,CHBench: A Cognitive Hierarchy Benchmark for Evaluating Strategic Reasoning Capability of LLMs,2025,0,1,39.0,citation:1,Strategic behavior of large language models and the role of game structure versus contextual framing,,,https://www.semanticscholar.org/paper/725ed79fec13105030620d8b4a5cf28cb078556b,10.48550/arXiv.2508.11944,2508.11944,arXiv.org,Hongtao Liu; Zhicheng Du; Zihe Wang; Weiran Shen,"Game-playing ability serves as an indicator for evaluating the strategic reasoning capability of large language models (LLMs). While most existing studies rely on utility performance metrics, which are not robust enough due to variations in opponent behavior and game structure. To address this limitation, we propose \textbf{Cognitive Hierarchy Benchmark (CHBench)}, a novel evaluation framework inspired by the cognitive hierarchy models from behavioral economics. We hypothesize that agents have bounded rationality -- different agents behave at varying reasoning depths/levels. We evaluate LLMs'strategic reasoning through a three-phase systematic framework, utilizing behavioral data from six state-of-the-art LLMs across fifteen carefully selected normal-form games. Experiments show that LLMs exhibit consistent strategic reasoning levels across diverse opponents, confirming the framework's robustness and generalization capability. We also analyze the effects of two key mechanisms (Chat Mechanism and Memory Mechanism) on strategic reasoning performance. Results indicate that the Chat Mechanism significantly degrades strategic reasoning, whereas the Memory Mechanism enhances it. These insights position CHBench as a promising tool for evaluating LLM capabilities, with significant potential for future research and practical applications."
31,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation","Negotiation, bargaining, and communication games",Interactive multi-agent negotiation benchmark retained as a strategic-deliberation baseline.,f3bcb9395d8b912361cc534f00e837c832000150,LLM-Deliberation: Evaluating LLMs with Interactive Multi-Agent Negotiation Games,2023,65,1,22.5,reference:1,SPIN-Bench: How Well Do LLMs Plan Strategically and Reason Socially?,,,https://www.semanticscholar.org/paper/f3bcb9395d8b912361cc534f00e837c832000150,10.48550/arXiv.2309.17234,,arXiv.org,Sahar Abdelnabi; Amr Gomaa; S. Sivaprasad; L. Schönherr; Mario Fritz,
