seed_file,seed_id,seed_priority,seed_category,seed_title,seed_short_name,seed_source_url,seed_notes,resolved_paperId,resolved_title,match_status,year,citationCount,referenceCount,venue,publicationTypes,authors,doi,arxiv,url,abstract
llm_finance_papers.csv,27,P1,Business / Financial Reasoning,BizBench: A Quantitative Reasoning Benchmark for Business and Finance,BizBench,https://aclanthology.org/2024.acl-long.452.pdf,Connects financial reasoning with business analytics.,df15b83986207d884a811ce572dcedb6654abc6f,BizBench: A Quantitative Reasoning Benchmark for Business and Finance,exact,2023,27,48,Annual Meeting of the Association for Computational Linguistics,JournalArticle; Conference,Rik Koncel-Kedziorski; Michael Krumdick; V. Lai; Varshini Reddy; Charles Lovering; Chris Tanner,10.48550/arXiv.2311.06602,2311.06602,https://www.semanticscholar.org/paper/df15b83986207d884a811ce572dcedb6654abc6f,"Answering questions within business and finance requires reasoning, precision, and a wide-breadth of technical knowledge. Together, these requirements make this domain difficult for large language models (LLMs). We introduce BizBench, a benchmark for evaluating models' ability to reason about realistic financial problems. BizBench comprises eight quantitative reasoning tasks, focusing on question-answering (QA) over financial data via program synthesis. We include three financially-themed code-generation tasks from newly collected and augmented QA data. Additionally, we isolate the reasoning capabilities required for financial QA: reading comprehension of financial text and tables for extracting intermediate values, and understanding financial concepts and formulas needed to calculate complex solutions. Collectively, these tasks evaluate a model's financial background knowledge, ability to parse financial documents, and capacity to solve problems with code. We conduct an in-depth evaluation of open-source and commercial LLMs, comparing and contrasting the behavior of code-focused and language-focused models. We demonstrate that the current bottleneck in performance is due to LLMs' limited business and financial understanding, highlighting the value of a challenging benchmark for quantitative reasoning within this domain."
llm_finance_papers.csv,28,P1,Financial Data Analysis,FinDABench: Benchmarking Financial Data Analysis Ability of Large Language Models,FinDABench,https://arxiv.org/abs/2401.02982,Useful for end-to-end financial analyst workflow evaluation.,82e6b69cb50123a8b05fa3c562fcd91eca0cd454,FinDABench: Benchmarking Financial Data Analysis Ability of Large Language Models,exact,2024,12,23,International Conference on Computational Linguistics,JournalArticle; Conference,Shu Liu; Shangqing Zhao; Chenghao Jia; Xinlin Zhuang; Zhaoguang Long; Jie Zhou; Aimin Zhou; Man Lan; Yang Chong,,2401.02982,https://www.semanticscholar.org/paper/82e6b69cb50123a8b05fa3c562fcd91eca0cd454,"Large Language Models (LLMs) have demonstrated impressive capabilities across a wide range of tasks. However, their proficiency and reliability in the specialized domain of financial data analysis, particularly focusing on data-driven thinking, remain uncertain. To bridge this gap, we introduce \texttt{FinDABench}, a comprehensive benchmark designed to evaluate the financial data analysis capabilities of LLMs within this context. \texttt{FinDABench} assesses LLMs across three dimensions: 1) \textbf{Foundational Ability}, evaluating the models' ability to perform financial numerical calculation and corporate sentiment risk assessment; 2) \textbf{Reasoning Ability}, determining the models' ability to quickly comprehend textual information and analyze abnormal financial reports; and 3) \textbf{Technical Skill}, examining the models' use of technical knowledge to address real-world data analysis challenges involving analysis generation and charts visualization from multiple perspectives. We will release \texttt{FinDABench}, and the evaluation scripts at \url{https://github.com/cubenlp/BIBench}. \texttt{FinDABench} aims to provide a measure for in-depth analysis of LLM abilities and foster the advancement of LLMs in the field of financial data analysis."
llm_finance_papers.csv,29,P0,SEC Filing Analytics,Fin-RATE: Financial Report Analytics and Tracking Evaluation for Large Language Models,Fin-RATE,https://arxiv.org/abs/2602.07294,Important for realistic analyst workflow over multiple companies and periods.,d835a07d58fe4d878a103ee55a3f13e213d34244,Fin-RATE: A Real-world Financial Analytics and Tracking Evaluation Benchmark for LLMs on SEC Filings,low_confidence_top_result,2026,2,50,arXiv.org,JournalArticle,Yidong Jiang; Junrong Chen; Eftychia Makri; Jialin Chen; P. Li; Ali Maatouk; L. Tassiulas; Eliot Brenner; Bing Xiang; Rex Ying,10.48550/arXiv.2602.07294,2602.07294,https://www.semanticscholar.org/paper/d835a07d58fe4d878a103ee55a3f13e213d34244,"With the increasing deployment of Large Language Models (LLMs) in the finance domain, LLMs are increasingly expected to parse complex regulatory disclosures. However, existing benchmarks often focus on isolated details, failing to reflect the complexity of professional analysis that requires synthesizing information across multiple documents, reporting periods, and corporate entities. Furthermore, these benchmarks do not disentangle whether errors arise from retrieval failures, generation inaccuracies, domain-specific reasoning mistakes, or misinterpretation of the query or context, making it difficult to precisely diagnose performance bottlenecks. To bridge these gaps, we introduce Fin-RATE, a benchmark built on U.S. Securities and Exchange Commission (SEC) filings and mirroring financial analyst workflows through three pathways: detail-oriented reasoning within individual disclosures, cross-entity comparison under shared topics, and longitudinal tracking of the same firm across reporting periods. We benchmark 17 leading LLMs, spanning open-source, closed-source, and finance-specialized models, under both ground-truth context and retrieval-augmented settings. Results show substantial performance degradation, with accuracy dropping by 18.60\% and 14.35\% as tasks shift from single-document reasoning to longitudinal and cross-entity analysis. This degradation is driven by increased comparison hallucinations, temporal and entity mismatches, and is further reflected in declines in reasoning quality and factual consistency--limitations that existing benchmarks have yet to formally categorize or quantify."
llm_finance_papers.csv,30,P0,XBRL / Financial Reports,XBRL Agent: Leveraging Large Language Models for Financial Report Analysis,XBRL Agent,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4993495,Highlights limitations in financial domain knowledge and mathematical calculation.,e0f9dd441c150700817157ab58f08a770309d7a5,XBRL Agent: Leveraging Large Language Models for Financial Report Analysis,exact,2024,17,60,International Conference on AI in Finance,JournalArticle; Book,Shijie Han; Haoqiang Kang; Bo Jin; Xiao-Yang Liu; Steve Y. Yang,10.1145/3677052.3698614,,https://www.semanticscholar.org/paper/e0f9dd441c150700817157ab58f08a770309d7a5,"eXtensible Business Reporting Language (XBRL) has attained the status of the global de facto standard for business reporting. However, its complexity poses significant barriers to interpretation and accessibility. In this paper, we present the first evaluation of large language models’ (LLMs) performance in analyzing XBRL reports. Our study identifies LLMs’ limitations in the comprehension of financial domain knowledge and mathematical calculation in the context of XBRL reports. To address these issues, we propose enhancement methods using external tools under the agent framework, referred to as XBRL-Agent, which invokes retrievers and calculators. Extensive experiments on two tasks - the Domain Query Task (which involved testing 500 XBRL term explanations and 50 domain questions) and the Numeric Type Query Task (tested 1,000 financial math tests and 50 numeric queries) - demonstrate substantial performance improvements, with accuracy increasing by up to 17% for the domain task and 42% for the numeric type task. This work not only explores the potential of LLMs for analyzing XBRL reports but also augments the reliability and robustness of such analysis, although there is still much room for improvement in mathematical calculations."
llm_finance_papers.csv,31,P0,XBRL / Taxonomy Alignment,FinTagging: A Full-Scope Table-Aware XBRL Tagging Benchmark with LLMs,FinTagging,https://arxiv.org/abs/2505.20650,Shows fine-grained XBRL concept alignment remains difficult.,58d0634272dea618e24433600e61446de03f94bd,FinTagging: Benchmarking LLMs for Extracting and Structuring Financial Information,low_confidence_top_result,2025,2,43,,,Yan Wang; Yang Ren; Lingfei Qian; Xueqing Peng; Keyi Wang; Yi Han; Dongji Feng; Fengran Mo; Shengyuan Lin; Qinchuan Zhang; Kaiwen He; Chen Luo; Jianxin Chen; Junwei Wu; Jimin Huang; Guojun Xiong; Xiao-Yang Liu; Qianqian Xie; Jian-Yun Nie,,2505.20650,https://www.semanticscholar.org/paper/58d0634272dea618e24433600e61446de03f94bd,"Accurate interpretation of numerical data in financial reports is critical for markets and regulators. Although XBRL (eXtensible Business Reporting Language) provides a standard for tagging financial figures, mapping thousands of facts to over 10k US GAAP concepts remains costly and error prone. Existing benchmarks oversimplify this task as flat, single step classification over small subsets of concepts, ignoring the hierarchical semantics of the taxonomy and the structured nature of financial documents. Consequently, these benchmarks fail to evaluate Large Language Models (LLMs) under realistic reporting conditions. To bridge this gap, we introduce FinTagging, the first comprehensive benchmark for structure aware and full scope XBRL tagging. We decompose the complex tagging process into two subtasks: (1) FinNI (Financial Numeric Identification), which extracts entities and types from heterogeneous contexts including text and tables; and (2) FinCL (Financial Concept Linking), which maps extracted entities to the full US GAAP taxonomy. This two stage formulation enables a fair assessment of LLMs'capabilities in numerical reasoning and taxonomy alignment. Evaluating diverse LLMs in zero shot settings reveals that while models generalize well in extraction, they struggle significantly with fine grained concept linking, highlighting critical limitations in domain specific structure aware reasoning."
llm_finance_papers.csv,32,P1,SEC Risk Extraction,Taxonomy-Aligned Risk Extraction from 10-K Filings,Taxonomy-Aligned Risk Extraction,https://arxiv.org/abs/2601.15247,Relevant to risk factor maps and compliance-grade evidence trails.,f106cb49628970f5dd02b374bed0201ff24b2af8,Taxonomy-Aligned Risk Extraction from 10-K Filings with Autonomous Improvement Using LLMs,low_confidence_top_result,2026,0,25,arXiv.org,JournalArticle,Rian Dolphin; Joe Dursun; Jarrett Blankenship; Katie Adams; Quinton Pike,10.48550/arXiv.2601.15247,2601.15247,https://www.semanticscholar.org/paper/f106cb49628970f5dd02b374bed0201ff24b2af8,"We present a methodology for extracting structured risk factors from corporate 10-K filings while maintaining adherence to a predefined hierarchical taxonomy. Our three-stage pipeline combines LLM extraction with supporting quotes, embedding-based semantic mapping to taxonomy categories, and LLM-as-a-judge validation that filters spurious assignments. To evaluate our approach, we extract 10,688 risk factors from S&P 500 companies and examine risk profile similarity across industry clusters. Beyond extraction, we introduce autonomous taxonomy maintenance where an AI agent analyzes evaluation feedback to identify problematic categories, diagnose failure patterns, and propose refinements, achieving 104.7% improvement in embedding separation in a case study. External validation confirms the taxonomy captures economically meaningful structure: same-industry companies exhibit 63% higher risk profile similarity than cross-industry pairs (Cohen's d=1.06, AUC 0.82, p<0.001). The methodology generalizes to any domain requiring taxonomy-aligned extraction from unstructured text, with autonomous improvement enabling continuous quality maintenance and enhancement as systems process more documents."
llm_finance_papers.csv,33,P1,Risk Quantification,Quantifying Material Risks from Textual Disclosures in Financial Statements using Large Language Model Agents,Quantifying Material Risks,https://www.bis.org/ifc/publ/ifcb65_09_rh.pdf,Connects textual disclosures to measurable risk analytics.,,,not_found,,,,,,,,,,
llm_finance_papers.csv,34,P0,Financial Statement Analysis,Financial Statement Analysis with Large Language Models,FSA with LLMs,https://arxiv.org/abs/2407.17866,Major paper on GPT-4 financial-statement reasoning and trading signal construction.,77f2e8dc258600dea936c8356770dd0bdc478252,Financial Statement Analysis with Large Language Models,exact,2024,70,0,arXiv.org,JournalArticle,Alex G. Kim; Maximilian Muhn; Valeri V. Nikolaev,10.48550/arXiv.2407.17866,2407.17866,https://www.semanticscholar.org/paper/77f2e8dc258600dea936c8356770dd0bdc478252,"We investigate whether large language models (LLMs) can successfully perform financial statement analysis in a way similar to a professional human analyst. We provide standardized and anonymous financial statements to GPT4 and instruct the model to analyze them to determine the direction of firms' future earnings. Even without narrative or industry-specific information, the LLM outperforms financial analysts in its ability to predict earnings changes directionally. The LLM exhibits a relative advantage over human analysts in situations when the analysts tend to struggle. Furthermore, we find that the prediction accuracy of the LLM is on par with a narrowly trained state-of-the-art ML model. LLM prediction does not stem from its training memory. Instead, we find that the LLM generates useful narrative insights about a company's future performance. Lastly, our trading strategies based on GPT's predictions yield a higher Sharpe ratio and alphas than strategies based on other models. Our results suggest that LLMs may take a central role in analysis and decision-making."
llm_finance_papers.csv,35,P1,News-Based Return Prediction,Can ChatGPT Forecast Stock Price Movements? Return Predictability and Large Language Models,ChatGPT Return Predictability,https://arxiv.org/abs/2304.07619,Important for event-driven and news sentiment alpha studies.,d26c55bee1ac6856a20862b0f7b4ff38fa39af50,Can ChatGPT Forecast Stock Price Movements? Return Predictability and Large Language Models,exact,2023,312,55,Social Science Research Network,JournalArticle,Alejandro Lopez-Lira; Yuehua Tang,10.2139/ssrn.4412788,2304.07619,https://www.semanticscholar.org/paper/d26c55bee1ac6856a20862b0f7b4ff38fa39af50,"We document the capability of large language models (LLMs) like ChatGPT to predict stock market reactions from news headlines without direct financial training. Using post-knowledge-cutoff headlines, GPT-4 captures initial market responses, achieving approximately 90% portfolio-day hit rates for the non-tradable initial reaction. GPT-4 scores also significantly predict the subsequent drift, especially for small stocks and negative news. Forecasting ability generally increases with model size, suggesting that financial reasoning is an emerging capacity of complex LLMs. Strategy returns decline as LLM adoption rises, consistent with improved price efficiency. To rationalize these findings, we develop a theoretical model that incorporates LLM technology, information-processing capacity constraints, underreaction, and limits to arbitrage."
llm_finance_papers.csv,36,P1,Equity Ratings,AI in Investment Analysis: Large Language Models for Equity Stock Ratings,LLMs for Equity Stock Ratings,https://arxiv.org/abs/2411.00856,Attempts to reduce leakage by using post-cutoff data.,84c19da4f76fedb40faf515d6d65d387323743f6,AI in Investment Analysis: LLMs for Equity Stock Ratings,low_confidence_top_result,2024,14,41,International Conference on AI in Finance,JournalArticle; Book,Kassiani Papasotiriou; Srijan Sood; Shayleen Reynolds; T. Balch,10.1145/3677052.3698694,2411.00856,https://www.semanticscholar.org/paper/84c19da4f76fedb40faf515d6d65d387323743f6,"Investment Analysis is a cornerstone of the Financial Services industry. The rapid integration of advanced machine learning techniques, particularly Large Language Models (LLMs), offers opportunities to enhance the equity stock rating process. This paper explores the application of LLMs to predict stock performance and generate stock ratings by ingesting diverse datasets. Traditional stock rating methods rely heavily on the expertise of financial analysts, and face several challenges such as data overload, inconsistencies in filings, and delayed reactions to market events. Our study addresses these issues by leveraging LLMs to improve the accuracy and consistency of stock ratings. Additionally, we assess the efficacy of using different data modalities with LLMs for the financial domain. We utilize varied datasets comprising fundamental financial, market, and news data from January 2022 to June 2024, along with GPT-4-32k (v0613) (with a training cutoff in Sep. 2021 to prevent information leakage). Our results show that our benchmark method outperforms traditional stock rating methods when assessed by forward returns. Specifically, incorporating financial fundamentals enhances ratings accuracy. While integrating news data improves short-term performance, substituting detailed news summaries with sentiment scores reduces token use without loss of performance. In many cases, omitting news data entirely enhances performance by reducing bias. Our research shows that LLMs can be leveraged to effectively utilize large amounts of multimodal financial data, as showcased by their effectiveness at the stock rating prediction task. Our work provides a reproducible framework for generating consistent and accurate stock ratings, offering a cost-effective and efficient alternative to traditional methods. Future work will extend the analysis to longer time horizons, incorporating more diverse data, and utilizing newer models to enhance detailed investment analysis and reports."
llm_finance_papers.csv,37,P0,Trading Agent,FinMem: A Performance-Enhanced Large Language Model Trading Agent with Layered Memory and Character Design,FinMem,https://arxiv.org/abs/2311.13743,Early influential LLM trading agent architecture.,eb34bd715e3a7c68477ec0824ebb171b948b80c2,FinMem: A Performance-Enhanced LLM Trading Agent With Layered Memory and Character Design,low_confidence_top_result,2023,177,56,IEEE Transactions on Big Data,JournalArticle,Yangyang Yu; Haohang Li; Zhi Chen; Yuechen Jiang; Yang Li; Jordan W. Suchow; Denghui Zhang; K. Khashanah,10.1109/TBDATA.2025.3593370,2311.13743,https://www.semanticscholar.org/paper/eb34bd715e3a7c68477ec0824ebb171b948b80c2,"We introduce FinMem, a novel Large Language Models (LLM)-based agent framework for financial trading, designed to address the need for automated systems that can transform real-time data into executable decisions. FinMem comprises three core modules: Profile for customizing agent characteristics, Memory for hierarchical financial data assimilation, and Decision-making for converting insights into investment choices. The Memory module, which mimics human traders’ cognitive structure, offers interpretability and real-time tuning while handling the critical timing of various information types. It employs a layered approach to process and prioritize data based on its timeliness and relevance, ensuring that the most recent and impactful information is given appropriate weight in decision-making. FinMem’s adjustable cognitive span allows retention of critical information beyond human limits, enabling it to balance historical patterns with current market dynamics. This framework facilitates self-evolution of professional knowledge, agile reactions to investment cues, and continuous refinement of trading decisions in financial environments. When compared against advanced algorithmic agents using a large-scale real-world financial dataset, FinMem demonstrates superior performance across classic metrics like Cumulative Return and Sharpe ratio. Further tuning of the agent’s perceptual span and character setting enhances its trading performance, positioning FinMem as a cutting-edge solution for automated trading."
llm_finance_papers.csv,38,P0,Multi-Agent Trading,TradingAgents: Multi-Agents Large Language Models for Financial Trading,TradingAgents,https://arxiv.org/abs/2412.20138,Relevant to agentic investment committee workflows.,e3dd4964c07c914a0ccca2e2f3ed6410f8a86a6a,TradingAgents: Multi-Agents LLM Financial Trading Framework,low_confidence_top_result,2024,139,72,arXiv.org,JournalArticle,Yijia Xiao; Edward Sun; Di Luo; Wei Wang,10.48550/arXiv.2412.20138,2412.20138,https://www.semanticscholar.org/paper/e3dd4964c07c914a0ccca2e2f3ed6410f8a86a6a,"Significant progress has been made in automated problem-solving using societies of agents powered by large language models (LLMs). In finance, efforts have largely focused on single-agent systems handling specific tasks or multi-agent frameworks independently gathering data. However, the multi-agent systems' potential to replicate real-world trading firms' collaborative dynamics remains underexplored. TradingAgents proposes a novel stock trading framework inspired by trading firms, featuring LLM-powered agents in specialized roles such as fundamental analysts, sentiment analysts, technical analysts, and traders with varied risk profiles. The framework includes Bull and Bear researcher agents assessing market conditions, a risk management team monitoring exposure, and traders synthesizing insights from debates and historical data to make informed decisions. By simulating a dynamic, collaborative trading environment, this framework aims to improve trading performance. Detailed architecture and extensive experiments reveal its superiority over baseline models, with notable improvements in cumulative returns, Sharpe ratio, and maximum drawdown, highlighting the potential of multi-agent LLM frameworks in financial trading. TradingAgents is available at https://github.com/TauricResearch/TradingAgents."
llm_finance_papers.csv,39,P0,Financial Agent Benchmark,InvestorBench: A Benchmark for Large Language Model Agents in Financial Decision-Making,InvestorBench,https://arxiv.org/abs/2412.18174,Important for measuring investment agents beyond static QA.,74e898dbf4a82980d600828f6ffcb6cd1c4d1522,INVESTORBENCH: A Benchmark for Financial Decision-Making Tasks with LLM-based Agent,low_confidence_top_result,2024,39,41,arXiv.org,JournalArticle,Haohang Li; Yupeng Cao; Yangyang Yu; Shashidhar Reddy Javaji; Zhiyang Deng; Yueru He; Yuechen Jiang; Zining Zhu; K. Subbalakshmi; Guojun Xiong; Jimin Huang; Lingfei Qian; Xueqing Peng; Qianqian Xie; Jordan W. Suchow,10.48550/arXiv.2412.18174,2412.18174,https://www.semanticscholar.org/paper/74e898dbf4a82980d600828f6ffcb6cd1c4d1522,"Recent advancements have underscored the potential of large language model (LLM)-based agents in financial decision-making. Despite this progress, the field currently encounters two main challenges: (1) the lack of a comprehensive LLM agent framework adaptable to a variety of financial tasks, and (2) the absence of standardized benchmarks and consistent datasets for assessing agent performance. To tackle these issues, we introduce \textsc{InvestorBench}, the first benchmark specifically designed for evaluating LLM-based agents in diverse financial decision-making contexts. InvestorBench enhances the versatility of LLM-enabled agents by providing a comprehensive suite of tasks applicable to different financial products, including single equities like stocks, cryptocurrencies and exchange-traded funds (ETFs). Additionally, we assess the reasoning and decision-making capabilities of our agent framework using thirteen different LLMs as backbone models, across various market environments and tasks. Furthermore, we have curated a diverse collection of open-source, multi-modal datasets and developed a comprehensive suite of environments for financial decision-making. This establishes a highly accessible platform for evaluating financial agents' performance across various scenarios."
llm_finance_papers.csv,40,P1,Trading Benchmark,StockBench: Can Large Language Models Beat the Stock Market?,StockBench,https://arxiv.org/html/2510.02209v2,Useful for checking whether LLM trading conclusions survive stricter evaluation.,30a0ed9ea36d6928b94a7ffdc9db2ebc1c88f75a,StockBench: Can LLM Agents Trade Stocks Profitably In Real-world Markets?,low_confidence_top_result,2025,15,54,arXiv.org,JournalArticle,Yanxu Chen; Zijun Yao; Yantao Liu; Jin Ye; Jianing Yu; Lei Hou; Juanzi Li,10.48550/arXiv.2510.02209,2510.02209,https://www.semanticscholar.org/paper/30a0ed9ea36d6928b94a7ffdc9db2ebc1c88f75a,"Large language models (LLMs) demonstrate strong potential as autonomous agents, with promising capabilities in reasoning, tool use, and sequential decision-making. While prior benchmarks have evaluated LLM agents in various domains, the financial domain remains underexplored, despite its significant economic value and complex reasoning requirements. Most existing financial benchmarks focus on static question-answering, failing to capture the dynamics of real-market trading. To address this gap, we introduce STOCKBENCH, a contamination-free benchmark designed to evaluate LLM agents in realistic, multi-month stock trading environments. Agents receive daily market signals -- including prices, fundamentals, and news -- and make sequential buy, sell, or hold decisions. Performance is measured using financial metrics such as cumulative return, maximum drawdown, and the Sortino ratio, capturing both profitability and risk management. We evaluate a wide range of state-of-the-art proprietary and open-source LLMs. Surprisingly, most models struggle to outperform the simple buy-and-hold baseline, while some models demonstrate the potential to achieve higher returns and stronger risk management. These findings highlight both the challenges and opportunities of LLM-based trading agents, showing that strong performance on static financial question-answering do not necessarily translate into effective trading behavior. We release STOCKBENCH as an open-source benchmark to enable future research on LLM-driven financial agents."
llm_finance_papers.csv,41,P1,LLM Investment Strategies,Can LLM-Based Financial Investing Strategies Outperform?,LLM Investing Strategies,https://arxiv.org/abs/2505.07078,Highlights bull-market and bear-market behavior issues.,6d6354a0168e3d91c539032c28793ceb77f8092c,Can LLM-based Financial Investing Strategies Outperform the Market in Long Run?,low_confidence_top_result,2025,14,75,arXiv.org,JournalArticle; Book,Weixian Waylon Li; Hyeonjun Kim; Mihai Cucuringu; Tiejun Ma,10.1145/3770854.3785702,2505.07078,https://www.semanticscholar.org/paper/6d6354a0168e3d91c539032c28793ceb77f8092c,"Large Language Models (LLMs) have recently been leveraged for asset pricing and stock trading applications, enabling AI agents to generate investment decisions from unstructured financial data. However, most evaluations of LLM timing-based investing strategies are conducted on narrow timeframes and limited stock universes, overstating effectiveness due to survivorship and data-snooping biases. We critically assess their generalizability and robustness by proposing FINSABER, a backtesting framework evaluating timing-based strategies across longer periods and a larger universe of symbols. Systematic backtests over two decades and 100+ symbols reveal that previously reported LLM advantages deteriorate significantly under broader cross-section and over a longer-term evaluation. Our market regime analysis further demonstrates that LLM strategies are overly conservative in bull markets, underperforming passive benchmarks, and overly aggressive in bear markets, incurring heavy losses. These findings highlight the need to develop LLM strategies that are able to prioritise trend detection and regime-aware risk controls over mere scaling of framework complexity."
llm_finance_papers.csv,42,P1,Fundamental + Technical Trading,FinTradeBench: A Comprehensive Benchmark for Fundamental and Technical Analysis in Financial Trading,FinTradeBench,https://arxiv.org/abs/2603.19225,Useful for comparing RAG benefits across fundamental and technical tasks.,,,not_found,,,,,,,,,,
llm_finance_papers.csv,43,P1,Financial Time-Series LM,StockGPT: A GenAI Model for Stock Prediction and Trading,StockGPT,https://arxiv.org/abs/2404.05101,Represents tokenized return sequence modeling for stock prediction.,47b5630c5b8407f0b07047ee21e41664dd102ab9,StockGPT: A GenAI Model for Stock Prediction and Trading,exact,2024,17,30,Social Science Research Network,JournalArticle,Dat Mai,10.2139/ssrn.4787199,2404.05101,https://www.semanticscholar.org/paper/47b5630c5b8407f0b07047ee21e41664dd102ab9,"This article introduces StockGPT, an autoregressive number model trained and tested on 70 million daily US stock returns over nearly 100 years. Treating each return series as a sequence of tokens, StockGPT automatically learns the hidden patterns predictive of future returns via its attention mechanism. On a held-out test sample from 2001 to 2023, daily and monthly rebalanced long–short portfolios formed from StockGPT predictions yield solid performance. The StockGPT-based portfolios span momentum and long-/short-term reversals, reducing the need for manually crafted price-based strategies, and yield sizable alphas against leading stock market factors, suggesting a novel AI pricing effect. This highlights the immense promise of generative AI in surpassing humans in making complex financial investment decisions."
llm_finance_papers.csv,44,P1,Portfolio Optimization,Decision-Informed Neural Networks with Large Language Model Integration for Portfolio Optimization,Decision-Informed Portfolio Optimization,https://ideas.repec.org/p/arx/papers/2502.00828.html,Important distinction between prediction accuracy and portfolio utility.,1cf03388dbcef225e17f8d6f5c071dd306676880,Decision-informed Neural Networks with Large Language Model Integration for Portfolio Optimization,exact,2025,12,66,arXiv.org,JournalArticle,Yoon-Jeong Hwang; Yaxuan Kong; Stefan Zohren; Yongjae Lee,10.48550/arXiv.2502.00828,2502.00828,https://www.semanticscholar.org/paper/1cf03388dbcef225e17f8d6f5c071dd306676880,"This paper addresses the critical disconnect between prediction and decision quality in portfolio optimization by integrating Large Language Models (LLMs) with decision-focused learning. We demonstrate both theoretically and empirically that minimizing the prediction error alone leads to suboptimal portfolio decisions. We aim to exploit the representational power of LLMs for investment decisions. An attention mechanism processes asset relationships, temporal dependencies, and macro variables, which are then directly integrated into a portfolio optimization layer. This enables the model to capture complex market dynamics and align predictions with the decision objectives. Extensive experiments on S\&P100 and DOW30 datasets show that our model consistently outperforms state-of-the-art deep learning models. In addition, gradient-based analyses show that our model prioritizes the assets most crucial to decision making, thus mitigating the effects of prediction errors on portfolio performance. These findings underscore the value of integrating decision objectives into predictions for more robust and context-aware portfolio management."
llm_finance_papers.csv,45,P1,Sector Allocation,Leveraging Large Language Models for Top-Down Sector Allocation,LLMs for Sector Allocation,https://arxiv.org/html/2503.09647v5,Complements bottom-up stock selection papers.,7e7ef7cab6ac823a798207557ea17b530445e5dc,Leveraging LLMS for Top-Down Sector Allocation In Automated Trading,low_confidence_top_result,2025,3,41,arXiv.org,JournalArticle,R. Heng; Edoardo Vittori; Keane Ong; Rui Mao; Erik Cambria; G. Mengaldo,10.48550/arXiv.2503.09647,2503.09647,https://www.semanticscholar.org/paper/7e7ef7cab6ac823a798207557ea17b530445e5dc,"This paper introduces a methodology leveraging Large Language Models (LLMs) for sector-level portfolio allocation through systematic analysis of macroeconomic conditions and market sentiment. Our framework emphasizes top-down sector allocation by processing multiple data streams simultaneously, including policy documents, economic indicators, and sentiment patterns. Empirical results demonstrate superior risk-adjusted returns compared to traditional cross momentum strategies, achieving a Sharpe ratio of 2.51 and portfolio return of 8.79% versus -0.61 and -1.39% respectively. These results suggest that LLM-based systematic macro analysis presents a viable approach for enhancing automated portfolio allocation decisions at the sector level."
llm_finance_papers.csv,46,P2,Multimodal Stock Prediction,The Wall Street Neophyte: A Zero-Shot Analysis of ChatGPT over Multimodal Stock Movement Prediction Challenges,The Wall Street Neophyte,https://arxiv.org/abs/2304.05351,Useful counterweight to overly optimistic trading papers.,ef4cb88b1635b34af15059567dfdf134f79797aa,The Wall Street Neophyte: A Zero-Shot Analysis of ChatGPT Over MultiModal Stock Movement Prediction Challenges,exact,2023,77,25,arXiv.org,JournalArticle,Qianqian Xie; Weiguang Han; Yanzhao Lai; Min Peng; Jimin Huang,10.48550/arXiv.2304.05351,2304.05351,https://www.semanticscholar.org/paper/ef4cb88b1635b34af15059567dfdf134f79797aa,"Recently, large language models (LLMs) like ChatGPT have demonstrated remarkable performance across a variety of natural language processing tasks. However, their effectiveness in the financial domain, specifically in predicting stock market movements, remains to be explored. In this paper, we conduct an extensive zero-shot analysis of ChatGPT's capabilities in multimodal stock movement prediction, on three tweets and historical stock price datasets. Our findings indicate that ChatGPT is a""Wall Street Neophyte""with limited success in predicting stock movements, as it underperforms not only state-of-the-art methods but also traditional methods like linear regression using price features. Despite the potential of Chain-of-Thought prompting strategies and the inclusion of tweets, ChatGPT's performance remains subpar. Furthermore, we observe limitations in its explainability and stability, suggesting the need for more specialized training or fine-tuning. This research provides insights into ChatGPT's capabilities and serves as a foundation for future work aimed at improving financial market analysis and prediction by leveraging social media sentiment and historical stock data."
llm_finance_papers.csv,47,P2,Investment Bias,"Your AI, Not Your View: The Bias of Large Language Models in Investment Analysis","Your AI, Not Your View",https://arxiv.org/html/2507.20957v4,Relevant for governance and investment-style bias auditing.,,,not_found,,,,,,,,,,
